4.0,11.59,21.406400195813347.0,4.16,41.7623.0,7.76,30.5114877754313947.0,5.715111656188965,26.257822253786497
6.0,4.82,38.1061885687849
7.0,4.16,41.762142350782526
0308707936
4.0,7.038924238681794,32.78541339655221
5.0,9.4,22.522037065536974
2.0,15.1,19.78853400087846
3.0,13.248328143358231,20.498307195130646
2.0,8.15628685951233,30.837379330843387
7.0,6.186507272720337,25.75189157216447
5.0,5.81,35.316868443189875
5.0,8.806081872582435,23.0573541772145
2.0,12.114667236804962,21.170916352131258
7.0,5.442252593040466,26.746297272255724
7.0,4.16,41.762142350782526
2.0,15.1,19.78853400087846
5.0,6.827713166177272,25.334348926220635
2.0,8.251836639642715,30.837379330843387
7.0,4.16,41.762142350782526
6.0,7.64191138625145,24.038106625627027
6.0,4.938473563790321,37.06228686991107
7.0,5.395060505867004,26.746297272255724
3.0,14.97,20.027750007258213
7.0,4.16,41.762142350782526
5.0,8.331911824345589,23.672218582027032
7.0,6.8,24.821072718824027
7.0,6.8,24.821072718824027
3.0,14.97,20.027750007258213
7.0,6.8,24.821072718824027
7.0,4.16,41.762142350782526
7.0,5.845140800476074,26.047882402369947
7.0,6.8,24.821072718824027
6.0,7.8295269805192955,23.79514098226283
3.0,14.398661806583405,20.027750007258213
2.0,15.1,19.78853400087846
6.0,5.551215791404248,32.81218467081439
3.0,14.97,20.027750007258213
7.0,4.16,41.762142350782526
2.0,15.1,19.78853400087846
3.0,11.583883877396584,21.560945923153632
4.0,6.73,33.19295740179426
3.0,14.97,20.027750007258213
7.0,4.515933020114899,39.140819847683034
7.0,5.776077294349671,26.047882402369947
7.0,6.8,24.821072718824027
2.0,13.424039006233215,20.717866775111826
7.0,6.8,24.821072718824027
7.0,6.133227543830872,25.75189157216447
5.0,9.4,22.522037065536974
6.0,7.99,23.79514098226283
7.0,4.397549576759339,39.79600308707936
4.0,6.73,33.19295740179426
2.0,8.0,30.837379330843387
7.0,6.8,24.821072718824027
7.0,4.16,41.762142350782526
3.0,7.76,30.511487775431394
6.0,7.99,23.79514098226283
3854353949633
7.0,4.335054278373718,41.44292917034345
7.0,4.16,41.762142350782526
7.0,4.16,41.762142350782526
7.0,4.16,41.762142350782526
2.0,8.370196944475174,30.837379330843387
7.0,4.16,41.762142350782526
6.0,7.99,23.79514098226283
7.0,5.847920498847961,26.047882402369947
2.0,15.1,19.78853400087846
7.0,6.8,24.821072718824027
7.0,4.16,41.762142350782526
5.0,9.066397708654403,22.938058199421306
7.0,6.8,24.821072718824027
7.0,6.8,24.821072718824027
686991107
3.0,7.76,30.511487775431394
7.0,6.302571363449097,25.477613373036938
7.0,4.576951451301575,39.140819847683034
2.0,15.1,19.78853400087846
3.0,14.97,20.027750007258213
4.0,6.73,33.19295740179426
4.0,11.59,21.40640019581334

5.0,8.711071243286133,23.103425326985178
6.0,5.893908464610577,26.23518041887032
2.0,14.761721539497376,19.78853400087846
2.0,14.443204498291015,20.064382820772064
6.0,6.634069182872772,25.28307796599361
2.0,12.12894915342331,21.170916352131258
2.0,9.274436977505683,28.153828435136873
7.0,6.8,24.821072718824027
7.0,5.652271118164062,26.54530717844506
7.0,6.1963651704788205,25.75189157216447
2.0,13.697436904907226,20.321298524765545
4.0,11.59,21.40640019581334
4.0,9.173477005958556,23.09745301386714
7.0,6.8,24.821072718824027
7.0,6.8,24.821072718824027
2.0,15.1,19.78853400087846
5.0,6.235059771537781,34.84902529512714
7.0,5.295656666755677,27.00725989802149
2.0,15.1,19.78853400087846
4.0,11.59,21.40640019581334
7.0,4.16,41.762142350782526
7.0,4.16,41.762142350782526
1339655221
4.0,11.59,21.40640019581334
2.0,8.817992669343948,28.71864814546012
7.0,5.95843400478363,25.90264325779348
