#{"t_start": 1695760609.580446, "env_id": null}
r,l,t
6.470589,48,576.325527
8.627451,57,577.807584
6.27451,54,579.098188
9.215687,66,580.767787
7.843137,59,582.225031
9.019608,65,583.84867
9.215687,58,585.189686
9.411765,60,586.540465
7.254902,61,588.053076
6.27451,57,589.34829
5.490196,51,590.553159
7.254902,62,591.951807
9.019608,68,623.238368
6.078432,55,624.319494
9.607843,69,625.731172
8.039216,62,626.91869
6.078432,46,627.865633
9.607843,70,629.42125
6.470589,53,630.727998
9.607843,67,632.386915
8.823529,69,634.154993
9.411765,65,635.697154
9.411765,60,637.025504
9.215687,57,638.384051
8.431373,62,639.807195
9.411765,65,641.297781
9.411765,70,643.099042
9.411765,62,644.698582
6.862745,59,676.131065
8.039216,57,677.167406
8.235294,66,678.604015
8.235294,62,680.119007
8.039216,56,681.39268
7.254902,63,682.926036
9.803922,65,684.475506
9.215687,59,685.998875
9.411765,70,687.610314
7.450981,56,688.856749
8.627451,67,690.402721
8.235294,66,691.882896
8.431373,57,693.178445
8.039216,59,694.497735
8.431373,64,696.064195
7.058824,61,697.435337
5.882353,59,728.385959
9.019608,60,729.440442
9.803922,65,730.726761
8.039216,65,732.115603
7.254902,54,733.289094
8.235294,61,734.681319
7.254902,53,735.906493
8.431373,56,737.17605
8.823529,67,738.776636
7.843137,67,740.452361
8.431373,63,741.851542
9.019608,66,743.379153
7.647059,53,744.635255
9.019608,59,746.014542
9.411765,58,747.31912
5.09804,45,748.374307
7.058824,64,749.808616
9.019608,68,780.828283
5.09804,40,781.502767
8.431373,67,782.757168
7.647059,54,783.947741
8.431373,60,785.27135
9.803922,63,786.73382
9.803922,65,788.318089
9.215687,60,789.639186
5.882353,51,790.846874
8.039216,64,792.295324
9.215687,64,793.804133
9.803922,65,795.234883
8.627451,62,796.700694
7.450981,62,798.098759
7.058824,63,799.528237
7.647059,58,800.887707
7.450981,60,832.188864
7.450981,66,833.342582
5.490196,42,834.069988
8.039216,65,835.290075
5.490196,55,836.361366
9.411765,75,837.820132
6.078432,51,838.829269
6.27451,59,840.194045
8.627451,64,841.674554
7.843137,52,842.882122
9.019608,69,844.447136
8.235294,57,845.741421
8.823529,67,847.29134
8.627451,60,848.627615
7.843137,64,850.03725
7.450981,58,851.370317
7.843137,54,852.584997
7.254902,56,883.401671
7.254902,51,884.287918
8.627451,66,885.420002
8.431373,64,886.782446
8.627451,56,887.995285
9.019608,57,889.246542
9.607843,70,890.775082
6.862745,55,892.037369
9.019608,61,893.399593
8.627451,59,894.726701
7.058824,52,895.917885
8.039216,64,897.320046
4.705883,39,898.221847
5.686275,48,899.309663
8.039216,62,900.737161
7.843137,54,901.997877
7.254902,53,903.21912
4.313725,42,904.284907
7.843137,55,934.949565
8.235294,56,935.982656
8.235294,62,937.090045
5.686275,47,937.959677
8.627451,60,939.129111
8.235294,59,940.296834
9.607843,69,941.80019
8.823529,60,943.177332
8.823529,58,944.510759
9.411765,66,946.044293
8.627451,67,947.68663
6.078432,51,948.828878
8.823529,59,950.147483
9.803922,66,951.644279
9.019608,60,952.980913
8.627451,61,954.412125
7.254902,55,955.622672
8.431373,57,986.315215
8.431373,67,987.4431
6.078432,50,988.335116
8.823529,58,989.429516
7.254902,55,990.479585
7.254902,59,991.629203
8.431373,61,992.924567
7.647059,66,994.462799
6.27451,56,995.789276
7.450981,51,996.937044
7.254902,56,998.21412
5.686275,43,999.315335
9.411765,69,1000.874079
8.235294,65,1002.391585
7.647059,62,1003.779742
8.431373,68,1005.29139
8.039216,55,1006.584966
8.823529,58,1037.32641
7.843137,53,1038.245893
9.215687,70,1039.565648
7.843137,64,1040.957916
9.607843,69,1042.461014
8.823529,57,1043.709296
9.019608,68,1045.21843
6.862745,59,1046.588493
8.627451,62,1047.925907
9.803922,60,1049.258834
7.647059,63,1050.6549
8.431373,58,1051.972393
6.862745,52,1053.128782
7.254902,58,1054.41628
8.039216,53,1055.71232
8.431373,59,1057.086397
9.803922,64,1088.112743
7.450981,53,1088.998862
8.627451,66,1090.149415
9.803922,60,1091.241983
6.470589,61,1092.396505
9.019608,59,1093.514716
7.254902,51,1094.58709
9.215687,63,1096.024587
9.215687,58,1097.347542
8.627451,66,1098.879985
8.235294,66,1100.376694
8.039216,56,1101.638619
7.058824,60,1102.979955
9.019608,58,1104.289383
8.235294,68,1105.834514
9.215687,62,1107.221841
8.627451,63,1108.662922
7.058824,51,1139.311862
8.431373,58,1140.339286
7.058824,56,1141.340293
7.843137,65,1142.530199
8.235294,67,1143.849956
8.039216,58,1145.141558
9.803922,69,1146.688004
5.882353,50,1147.808267
7.647059,52,1148.960875
9.607843,69,1150.564209
7.647059,62,1151.998993
8.627451,66,1153.479792
7.058824,53,1154.659116
7.843137,53,1155.845853
8.823529,67,1157.414093
8.823529,62,1158.806249
8.823529,68,1190.084034
9.019608,64,1191.199914
9.607843,62,1192.253104
4.509804,40,1192.979077
8.627451,63,1194.15438
7.254902,61,1195.32251
4.705883,42,1196.131094
8.627451,60,1197.510322
8.823529,60,1198.874083
7.058824,64,1200.352858
8.431373,56,1201.644131
5.882353,49,1202.788857
7.450981,54,1204.112544
8.627451,60,1205.435921
9.019608,59,1206.752486
7.058824,48,1207.802756
5.490196,44,1208.79643
8.235294,64,1210.304812
6.078432,51,1241.108826
8.235294,59,1242.132223
8.823529,56,1243.102084
8.823529,59,1244.193104
7.450981,63,1245.382738
9.803922,63,1246.652466
6.470589,58,1247.920866
6.078432,56,1249.230629
8.431373,67,1250.791381
8.823529,60,1252.14881
9.411765,64,1253.61219
9.215687,71,1255.30509
9.607843,59,1256.652837
7.647059,62,1258.021881
7.647059,59,1259.317154
8.039216,64,1260.744477
9.019608,67,1292.048013
6.862745,53,1292.947091
7.058824,51,1293.809285
8.039216,67,1295.143966
8.235294,65,1296.58685
8.235294,66,1298.034353
6.862745,57,1299.282857
8.823529,56,1300.57484
6.27451,59,1301.919195
7.647059,59,1303.261692
9.411765,62,1304.655877
8.235294,58,1305.976684
8.039216,53,1307.216406
7.843137,63,1308.605128
8.235294,56,1309.864023
8.627451,59,1311.243059
9.215687,62,1312.620198
7.450981,62,1343.842662
5.882353,55,1344.786469
8.431373,59,1345.80627
5.686275,54,1346.861925
7.450981,64,1348.260291
8.627451,62,1349.626902
8.431373,67,1351.078501
7.058824,59,1352.390493
9.803922,65,1353.845031
7.843137,61,1355.277374
8.235294,56,1356.61433
9.215687,69,1358.154037
7.254902,65,1359.609156
8.627451,64,1361.074778
9.411765,60,1362.525222
8.627451,57,1363.790916
5.490196,49,1364.964562
9.607843,64,1395.890276
7.647059,57,1396.886103
8.431373,56,1397.921038
5.09804,45,1398.895878
7.254902,61,1400.189448
4.901961,49,1401.276811
9.411765,69,1402.794635
7.254902,51,1403.936308
8.431373,65,1405.446229
9.019608,68,1406.978177
9.607843,65,1408.422518
6.862745,53,1409.601879
6.470589,49,1410.76453
8.431373,66,1412.236698
9.607843,71,1413.930649
8.039216,58,1415.218712
9.411765,70,1416.798322
9.215687,61,1447.731989
8.039216,51,1448.595403
6.666667,60,1449.731111
9.803922,65,1451.167202
9.411765,62,1452.535493
9.607843,61,1453.895342
8.235294,59,1455.200592
8.627451,62,1456.591475
7.647059,56,1457.894521
7.843137,64,1459.298107
8.627451,63,1460.718314
9.019608,65,1462.215492
7.450981,65,1463.728993
8.235294,63,1465.135102
9.803922,63,1466.541269
7.647059,54,1467.77845
8.431373,56,1498.90013
6.862745,62,1499.961151
8.039216,58,1501.065497
6.862745,63,1502.423104
9.803922,66,1503.885279
9.019608,58,1505.170001
8.431373,59,1506.490334
7.058824,57,1507.797778
5.294118,49,1508.879976
9.803922,62,1510.328381
6.862745,61,1511.762063
8.627451,63,1513.14291
8.823529,59,1514.517036
7.647059,56,1515.792894
9.411765,68,1517.307016
7.843137,53,1518.464404
9.803922,64,1519.926684
6.666667,54,1550.791138
9.019608,70,1552.015748
6.666667,57,1553.030435
5.686275,54,1554.022655
8.823529,60,1555.215774
7.843137,54,1556.4181
6.470589,52,1557.589018
9.215687,60,1558.911451
9.215687,71,1560.526319
8.039216,65,1562.09284
6.862745,54,1563.444487
8.235294,56,1564.678752
7.058824,63,1566.102903
6.862745,53,1567.304283
8.039216,58,1568.597407
8.823529,60,1569.970058
7.843137,53,1571.179311
6.470589,59,1602.132873
7.254902,51,1603.04587
8.823529,60,1604.10761
9.019608,61,1605.215697
6.862745,52,1606.172555
7.450981,61,1607.33753
7.254902,60,1608.564911
9.607843,60,1609.949622
9.019608,59,1611.31957
8.823529,61,1612.71842
6.27451,52,1613.912832
8.627451,69,1615.578104
7.254902,54,1616.884543
8.235294,58,1618.170599
7.058824,52,1619.311662
7.254902,62,1620.726478
6.862745,60,1622.124887
6.862745,59,1652.976779
9.607843,61,1654.044027
7.450981,59,1655.138769
7.647059,57,1656.238929
8.431373,58,1657.332139
7.058824,59,1658.474279
9.019608,64,1659.822086
8.235294,67,1661.387225
7.450981,51,1662.606364
9.411765,64,1664.067268
9.411765,61,1665.530493
8.627451,57,1666.824965
8.039216,53,1668.022057
9.215687,63,1669.496634
8.235294,63,1670.888306
8.823529,58,1672.144914
7.058824,56,1673.461992
8.235294,65,1704.375175
8.039216,64,1705.510541
9.215687,59,1706.536489
5.294118,47,1707.418686
5.686275,44,1708.390508
8.235294,55,1709.632456
9.607843,69,1711.17827
5.294118,41,1712.121814
6.862745,56,1713.370635
8.039216,55,1714.679528
8.431373,69,1716.278125
7.647059,55,1717.558637
5.882353,51,1718.714064
9.019608,59,1720.016367
7.254902,52,1721.257575
5.294118,55,1722.451136
7.843137,51,1723.582526
6.862745,60,1724.956471
9.803922,65,1755.984472
8.039216,57,1756.995693
7.647059,56,1758.062693
8.235294,61,1759.370615
8.627451,57,1760.632222
7.058824,61,1762.066261
6.862745,52,1763.201495
6.666667,64,1764.617466
6.27451,57,1765.979266
8.823529,58,1767.252789
6.078432,51,1768.359504
8.823529,61,1769.692732
7.647059,60,1771.050593
8.627451,56,1772.323343
8.627451,58,1773.641509
6.27451,47,1774.752696
9.215687,70,1776.378871
8.823529,58,1807.229457
9.215687,56,1808.182873
9.607843,66,1809.342455
7.843137,54,1810.329345
5.882353,56,1811.400998
7.450981,57,1812.530376
8.039216,53,1813.625668
7.450981,58,1814.96218
9.803922,65,1816.472654
9.803922,65,1817.969891
9.019608,63,1819.446126
7.058824,59,1820.843209
8.431373,55,1822.087014
8.823529,59,1823.442652
7.254902,64,1824.964335
8.627451,65,1826.508745
7.647059,62,1828.006839
8.823529,57,1858.687877
6.666667,47,1859.494387
7.254902,59,1860.56466
9.411765,64,1861.812859
7.647059,57,1863.041793
9.411765,60,1864.38165
7.058824,55,1865.629446
7.450981,59,1866.957571
8.431373,67,1868.494913
5.294118,47,1869.56581
7.254902,61,1870.972934
6.666667,46,1872.042638
7.058824,62,1873.490728
9.803922,66,1875.076234
9.019608,65,1876.498427
8.627451,55,1877.732987
7.843137,58,1879.02314
8.431373,57,1909.804836
9.803922,65,1910.950778
7.843137,57,1911.973192
9.019608,67,1913.391572
9.411765,59,1914.697788
8.235294,58,1915.978736
7.647059,63,1917.378061
6.27451,51,1918.496396
9.215687,69,1920.085574
7.254902,50,1921.229934
6.862745,49,1922.3544
8.039216,52,1923.54013
8.627451,56,1924.814233
8.823529,70,1926.454812
7.843137,52,1927.61081
8.627451,67,1929.158394
9.019608,57,1930.409884
8.627451,61,1961.21604
9.411765,62,1962.390484
6.666667,58,1963.418333
9.215687,68,1964.677528
6.862745,58,1965.812227
7.058824,57,1967.0128
7.647059,57,1968.290117
7.843137,54,1969.512023
9.411765,70,1971.121855
8.431373,66,1972.635395
8.235294,58,1973.97521
4.509804,43,1975.103069
7.843137,68,1976.613247
9.607843,61,1978.022788
8.039216,52,1979.210824
5.490196,45,1980.265012
7.450981,59,1981.562898
8.235294,57,2012.316289
6.27451,56,2013.306958
8.235294,59,2014.395495
4.901961,44,2015.236491
9.019608,57,2016.333044
6.666667,52,2017.359544
7.647059,62,2018.592891
7.843137,54,2019.827007
4.901961,48,2020.945243
6.470589,60,2022.340533
5.686275,45,2023.370938
6.078432,48,2024.485272
9.019608,63,2025.984402
9.803922,63,2027.405499
9.215687,64,2028.847626
8.431373,64,2030.321693
7.843137,57,2031.593097
9.019608,59,2033.027482
7.843137,64,2064.120103
9.803922,69,2065.324187
6.666667,53,2066.306638
6.862745,59,2067.437
8.823529,62,2068.638977
8.431373,67,2069.989454
9.215687,68,2071.526918
8.823529,67,2073.097859
7.450981,57,2074.432139
7.450981,62,2075.928856
8.039216,56,2077.278368
9.803922,65,2078.72693
8.235294,57,2080.05038
8.039216,55,2081.276905
8.431373,57,2082.551722
7.450981,59,2083.87591
8.039216,57,2114.7115
7.058824,55,2115.673542
8.627451,68,2116.851032
9.607843,59,2118.090289
9.607843,68,2119.580791
8.823529,59,2120.885808
9.607843,65,2122.342773
7.254902,55,2123.552978
7.254902,49,2124.707346
9.215687,61,2126.05317
5.882353,53,2127.256804
7.058824,48,2128.325627
9.411765,60,2129.663005
7.254902,57,2131.04257
8.235294,56,2132.348806
8.039216,58,2133.615639
9.411765,68,2135.146475
5.490196,48,2165.932972
7.647059,55,2166.852251
8.431373,54,2167.790609
8.235294,65,2168.953145
7.647059,65,2170.179265
6.27451,55,2171.249799
5.882353,49,2172.247242
9.607843,61,2173.633234
8.823529,68,2175.174854
6.862745,50,2176.32775
8.235294,66,2177.831162
7.843137,59,2179.247691
8.039216,65,2180.704991
8.431373,58,2181.96084
8.039216,67,2183.449493
8.823529,58,2184.740096
9.607843,62,2186.148083
8.039216,67,2217.349515
9.019608,61,2218.372943
9.607843,64,2219.489144
9.607843,64,2220.653091
9.019608,56,2221.72039
8.431373,67,2223.022682
9.215687,69,2224.561153
5.09804,54,2225.79713
9.411765,69,2227.378798
8.039216,66,2228.8987
8.627451,58,2230.314994
5.09804,47,2231.395076
7.647059,61,2232.735471
6.862745,47,2233.76179
8.627451,57,2235.033317
6.666667,60,2236.456893
8.235294,54,2237.663107
9.411765,60,2268.50474
7.254902,51,2269.408836
7.647059,58,2270.447187
8.235294,59,2271.520715
5.882353,57,2272.607421
9.411765,72,2274.023113
8.627451,59,2275.344956
8.039216,54,2276.592014
8.431373,58,2277.960015
9.019608,60,2279.37051
8.627451,57,2280.707417
8.823529,62,2282.139349
7.450981,51,2283.342656
9.215687,60,2284.746184
9.803922,65,2286.195025
5.490196,50,2287.273645
8.431373,55,2288.496548
7.254902,64,2319.314286
7.647059,52,2320.243398
9.019608,62,2321.371649
8.823529,60,2322.460398
6.470589,54,2323.480649
7.058824,53,2324.494315
8.627451,67,2326.007015
6.666667,53,2327.222619
8.431373,62,2328.633191
9.803922,61,2330.060812
7.843137,53,2331.284919
9.803922,65,2332.869256
7.647059,52,2334.017447
9.607843,62,2335.410929
8.235294,69,2337.011153
9.411765,69,2338.532852
7.254902,60,2339.82949
7.254902,59,2370.560656
8.039216,56,2371.538235
8.627451,59,2372.580417
8.431373,56,2373.630982
7.450981,54,2374.682709
4.705883,40,2375.470292
8.823529,63,2376.833236
9.019608,69,2378.417756
9.803922,60,2379.796532
8.235294,56,2381.253054
8.431373,57,2382.888033
9.411765,63,2384.33016
7.254902,66,2385.879092
9.607843,64,2387.345873
7.843137,53,2388.499311
9.803922,61,2389.902108
9.803922,60,2391.252331
6.666667,51,2422.286036
8.823529,69,2423.514567
8.627451,65,2424.781365
8.431373,54,2425.94507
9.019608,62,2427.44691
9.803922,60,2428.857405
9.803922,65,2430.390152
7.647059,66,2431.885726
6.470589,58,2433.234886
7.058824,62,2434.656823
9.607843,70,2436.310564
6.666667,51,2437.446711
8.627451,56,2438.754603
8.823529,59,2440.072431
7.058824,56,2441.343007
9.803922,66,2442.842273
6.862745,62,2473.830033
8.823529,64,2474.932447
8.627451,68,2476.120065
7.843137,61,2477.243302
7.058824,51,2478.191369
7.450981,54,2479.277377
8.431373,57,2480.448793
6.470589,60,2481.844849
9.215687,59,2483.214897
7.254902,55,2484.494524
8.823529,67,2486.058732
5.09804,47,2487.140551
9.215687,61,2488.60992
6.27451,55,2489.886678
7.647059,61,2491.356773
8.627451,59,2492.678629
9.607843,61,2493.996183
8.627451,67,2525.102447
8.039216,57,2526.073038
7.058824,53,2527.040336
7.647059,62,2528.153069
8.235294,54,2529.163616
8.823529,66,2530.44865
4.117647,41,2531.288457
6.666667,50,2532.371221
7.450981,55,2533.651594
6.666667,56,2534.941721
6.666667,55,2536.20779
8.039216,55,2537.458432
4.509804,42,2538.420204
8.039216,63,2539.87004
8.627451,65,2541.340214
7.450981,64,2542.752976
9.411765,60,2544.078343
9.607843,71,2545.651586
7.450981,55,2576.305506
9.215687,62,2577.396245
9.411765,71,2578.656408
7.450981,61,2579.786191
8.039216,59,2580.921447
6.27451,56,2582.120047
8.039216,66,2583.638672
9.803922,62,2585.037059
8.627451,62,2586.441316
8.627451,59,2587.782017
8.235294,64,2589.283489
9.215687,63,2590.725543
8.823529,66,2592.302466
8.431373,65,2593.745108
8.823529,62,2595.119312
8.431373,68,2596.676486
9.803922,63,2627.45712
9.215687,68,2628.656836
6.862745,59,2629.722021
9.411765,69,2631.010195
9.019608,66,2632.265724
8.235294,57,2633.441195
8.235294,67,2634.961052
8.235294,65,2636.445173
7.843137,53,2637.663159
8.431373,56,2638.946823
9.215687,58,2640.262949
8.823529,67,2641.861987
9.803922,65,2643.306532
7.647059,52,2644.535519
8.431373,58,2645.854594
9.607843,63,2647.326064
7.058824,53,2678.027035
9.607843,62,2679.09464
9.411765,70,2680.352227
8.823529,59,2681.430252
9.019608,62,2682.604379
9.019608,69,2684.021957
8.823529,56,2685.303142
8.235294,57,2686.586779
7.843137,54,2687.806502
7.647059,57,2689.132688
7.254902,51,2690.345172
5.490196,58,2691.653439
6.470589,56,2692.893155
5.09804,47,2694.013437
7.843137,53,2695.209037
5.09804,51,2696.331071
8.431373,56,2697.568435
9.215687,69,2728.749424
9.019608,62,2729.822453
7.058824,52,2730.704514
9.411765,69,2731.981361
5.490196,43,2732.775879
8.627451,60,2733.946923
9.411765,68,2735.472235
9.607843,60,2736.835013
8.039216,58,2738.163292
9.411765,69,2739.737158
8.235294,59,2741.110132
9.215687,59,2742.425328
9.607843,70,2743.966726
8.627451,60,2745.362216
8.627451,64,2746.786747
9.215687,72,2748.43086
8.627451,68,2779.805085
9.215687,63,2780.860712
8.235294,65,2781.96842
8.431373,57,2783.010583
6.27451,57,2784.113636
9.019608,60,2785.261606
7.647059,59,2786.443545
9.803922,65,2787.922326
9.411765,70,2789.534447
8.627451,60,2790.913413
9.803922,65,2792.464529
7.647059,64,2793.887412
6.862745,62,2795.299644
8.235294,66,2796.805853
7.058824,47,2797.864992
8.431373,57,2799.225575
8.235294,67,2800.694747
7.843137,63,2831.403718
7.647059,51,2832.26387
7.058824,58,2833.311841
9.215687,68,2834.57274
7.450981,67,2835.863092
6.862745,57,2837.085272
9.019608,61,2838.467525
5.686275,58,2839.805487
9.803922,65,2841.316098
9.215687,62,2842.743273
8.823529,71,2844.40842
8.431373,58,2845.716958
9.803922,65,2847.148968
7.254902,60,2848.552232
9.019608,71,2850.101434
8.627451,66,2851.567008
8.039216,62,2882.381904
7.647059,66,2883.533058
9.215687,64,2884.67712
8.431373,67,2885.917175
7.254902,57,2887.035776
7.843137,63,2888.437296
9.803922,61,2889.817918
9.607843,69,2891.443094
3.333333,39,2892.339265
7.843137,65,2893.801968
6.470589,53,2894.987135
8.627451,59,2896.322955
9.019608,70,2897.947652
6.470589,53,2899.142358
8.039216,57,2900.434748
8.235294,65,2901.909365
9.607843,65,2932.856185
8.039216,58,2933.883352
5.490196,46,2934.663917
8.823529,68,2935.887359
5.294118,52,2936.888139
9.803922,65,2938.155003
8.823529,69,2939.73347
9.019608,69,2941.309237
9.019608,69,2942.881022
8.431373,57,2944.184536
9.411765,70,2945.763792
6.470589,48,2946.871157
8.627451,55,2948.134601
8.431373,57,2949.415418
8.823529,57,2950.722342
6.470589,54,2951.895654
8.823529,56,2953.256736
9.803922,65,2984.1146
5.882353,45,2984.886162
9.019608,68,2986.117403
6.470589,60,2987.203734
9.215687,68,2988.520212
9.215687,61,2989.733027
5.490196,46,2990.755666
6.862745,62,2992.191973
7.450981,64,2993.700892
9.803922,61,2995.128542
6.666667,55,2996.452852
9.411765,60,2997.803213
8.627451,58,2999.108349
6.078432,60,3000.497846
8.627451,65,3001.924849
9.019608,60,3003.229646
8.039216,61,3034.290064
6.862745,63,3035.428643
8.823529,66,3036.56289
8.823529,67,3037.774813
7.647059,64,3038.978953
8.431373,62,3040.190211
8.235294,55,3041.413486
7.254902,63,3042.858347
6.666667,56,3044.113431
9.803922,65,3045.582207
8.039216,57,3046.857829
8.235294,67,3048.396786
9.019608,58,3049.723306
7.450981,51,3050.873059
9.019608,60,3052.19871
9.607843,62,3053.593296
9.019608,71,3055.22157
9.411765,62,3086.08746
9.215687,67,3087.251058
9.803922,66,3088.429135
9.411765,69,3089.719139
8.627451,61,3090.875084
7.450981,63,3092.236029
8.039216,56,3093.490075
9.019608,69,3095.088381
9.411765,61,3096.491436
7.450981,63,3097.917632
9.215687,60,3099.361337
9.607843,67,3100.876763
7.647059,52,3102.052414
8.235294,65,3103.484748
7.647059,57,3104.753591
9.411765,69,3106.362146
9.019608,64,3137.108264
9.803922,61,3138.163822
5.686275,49,3139.068243
7.254902,51,3139.99461
8.431373,57,3141.073912
9.019608,64,3142.48368
8.039216,66,3143.953528
9.019608,60,3145.304736
7.254902,57,3146.594951
9.411765,69,3148.147192
9.019608,62,3149.602336
9.019608,65,3151.076559
7.843137,66,3152.496164
5.294118,45,3153.486775
8.235294,60,3154.872458
9.411765,59,3156.188221
9.215687,61,3187.178031
7.254902,53,3188.090195
9.019608,60,3189.122603
7.450981,59,3190.18671
6.27451,58,3191.45181
9.803922,66,3192.900454
7.647059,64,3194.296743
7.450981,52,3195.445858
9.803922,62,3196.837467
9.215687,67,3198.392722
8.039216,55,3199.607176
7.450981,60,3200.951302
7.843137,62,3202.392353
6.862745,48,3203.461242
8.823529,71,3205.018703
8.627451,68,3206.57111
8.823529,58,3207.845932
8.431373,67,3238.872123
8.823529,66,3240.00676
9.019608,58,3241.033046
5.686275,55,3242.041046
4.117647,40,3242.822794
9.411765,72,3244.250854
9.411765,60,3245.611476
7.450981,64,3247.063754
7.254902,56,3248.31195
9.215687,64,3249.759382
5.09804,47,3250.814759
9.215687,63,3252.299896
8.039216,60,3253.641555
7.450981,56,3254.900717
9.607843,60,3256.254559
7.647059,56,3257.583637
9.803922,67,3259.072993
8.823529,73,3290.094063
7.843137,54,3291.004691
9.215687,73,3292.363031
9.019608,61,3293.508881
9.019608,70,3294.891216
7.058824,56,3296.158754
9.607843,71,3297.764675
5.882353,44,3298.78502
7.647059,59,3300.150132
9.803922,65,3301.616312
9.803922,69,3303.23346
9.803922,61,3304.664648
8.235294,57,3305.924829
8.039216,65,3307.373307
8.235294,63,3308.782967
8.235294,68,3310.339616
7.843137,55,3340.931567
5.882353,56,3341.906193
4.705883,40,3342.63686
8.823529,55,3343.670218
8.823529,58,3344.777289
9.411765,64,3345.999362
6.078432,52,3347.178412
9.607843,63,3348.577772
