#{"t_start": 1695760609.549635, "env_id": null}
r,l,t
7.058824,56,1510.406077
5.490196,47,1511.496274
9.607843,61,1512.872544
7.254902,62,1514.30718
8.823529,60,1515.629985
8.235294,57,1516.94586
7.254902,58,1518.205441
9.803922,72,1519.832932
6.666667,60,1550.838196
9.019608,62,1551.929821
7.450981,52,1552.832904
9.019608,68,1554.099193
7.058824,63,1555.352549
6.470589,49,1556.448911
8.431373,63,1557.872199
6.27451,54,1559.060955
6.862745,55,1560.287271
8.823529,67,1561.908775
9.411765,63,1563.475298
7.254902,61,1564.84369
7.058824,51,1565.962399
7.450981,58,1567.280269
7.647059,51,1568.414979
5.686275,54,1569.643693
8.823529,58,1570.976377
9.019608,60,1602.011536
8.235294,53,1602.936705
6.666667,50,1603.843543
7.647059,51,1604.734956
8.627451,59,1605.827061
9.411765,60,1606.956425
7.254902,50,1607.94154
8.235294,55,1609.132648
6.862745,55,1610.411719
9.019608,59,1611.800344
8.431373,65,1613.286568
9.019608,68,1614.830426
6.666667,52,1616.126215
8.627451,62,1617.581527
7.450981,64,1618.99669
7.647059,60,1620.347515
6.666667,64,1621.843803
7.450981,61,1652.795061
7.647059,54,1653.716686
7.254902,50,1654.64544
9.019608,59,1655.769466
8.627451,59,1656.882358
7.450981,59,1658.023542
8.039216,61,1659.224241
4.705883,47,1660.277238
9.607843,69,1661.936023
8.235294,69,1663.545182
6.470589,54,1664.767732
9.803922,65,1666.311637
9.607843,63,1667.745637
9.411765,62,1669.191222
7.254902,58,1670.45591
9.019608,60,1671.787013
7.450981,57,1673.093681
9.019608,57,1703.963261
6.666667,53,1704.879054
6.666667,55,1705.847606
8.627451,65,1707.026483
9.607843,67,1708.442343
5.686275,48,1709.511789
5.882353,55,1710.777235
8.431373,56,1712.039865
8.235294,59,1713.350449
6.27451,55,1714.659392
6.27451,52,1715.866222
7.450981,57,1717.145535
8.235294,63,1718.61701
8.039216,58,1719.908174
7.254902,52,1721.145342
9.019608,61,1722.481947
7.843137,54,1723.696129
5.686275,54,1724.90839
7.450981,60,1755.870134
5.882353,52,1756.797367
9.607843,65,1757.997689
7.450981,54,1759.168084
8.627451,59,1760.447984
8.235294,62,1761.905692
8.627451,55,1763.118041
7.647059,52,1764.27915
8.235294,62,1765.748534
7.450981,62,1767.105325
7.058824,58,1768.369121
8.823529,70,1769.925561
7.647059,54,1771.140268
8.627451,58,1772.45033
8.431373,63,1773.882253
8.039216,59,1775.301456
8.627451,67,1776.815752
6.078432,50,1807.445145
8.823529,57,1808.408051
8.235294,57,1809.4188
9.019608,58,1810.475865
9.607843,62,1811.662516
8.627451,60,1812.886844
4.705883,40,1813.708578
8.235294,56,1814.992991
8.627451,57,1816.312823
7.058824,58,1817.65943
9.803922,65,1819.173489
9.803922,66,1820.725154
9.019608,71,1822.35517
7.647059,53,1823.574188
7.647059,52,1824.782303
9.019608,70,1826.470111
7.647059,59,1827.907932
8.235294,57,1858.597714
6.666667,52,1859.510148
8.039216,62,1860.634944
5.294118,43,1861.447762
7.647059,64,1862.809191
9.803922,61,1864.180122
8.039216,58,1865.47507
9.803922,65,1866.937678
7.647059,53,1868.132936
7.647059,57,1869.453062
8.235294,66,1870.982141
5.490196,45,1872.01685
7.450981,55,1873.292922
6.27451,48,1874.385449
8.039216,56,1875.72243
9.803922,66,1877.2022
9.215687,70,1878.768385
9.411765,69,1909.816611
8.039216,53,1910.767534
8.235294,56,1911.722152
9.411765,60,1912.967775
9.411765,68,1914.461291
8.823529,70,1916.009547
9.019608,63,1917.409869
8.235294,59,1918.724945
7.843137,55,1919.973768
5.882353,50,1921.110752
9.215687,69,1922.682081
6.27451,51,1923.852415
8.235294,57,1925.174312
8.235294,55,1926.464223
9.019608,58,1927.757762
8.431373,65,1929.254938
6.862745,59,1930.552732
8.431373,57,1961.264392
8.235294,55,1962.301063
9.019608,62,1963.409079
9.411765,61,1964.543557
7.058824,60,1965.691624
8.823529,58,1966.904233
6.666667,46,1967.94715
7.450981,53,1969.1319
7.058824,54,1970.374961
8.039216,64,1971.852635
8.823529,55,1973.117074
8.235294,64,1974.742919
7.450981,52,1975.906291
6.666667,51,1977.032367
6.862745,57,1978.373354
9.019608,59,1979.683455
7.843137,55,1980.96078
5.882353,47,1982.01288
7.450981,59,2012.703528
7.058824,54,2013.658927
7.843137,54,2014.69359
8.823529,67,2015.967467
4.901961,44,2016.813453
8.823529,67,2018.146356
7.058824,51,2019.245723
7.843137,62,2020.667493
7.450981,60,2022.057103
5.686275,51,2023.24747
8.235294,56,2024.537114
5.490196,52,2025.79769
5.09804,51,2026.933909
9.411765,59,2028.276233
9.411765,59,2029.587148
9.215687,71,2031.223806
8.823529,69,2032.857455
7.450981,56,2063.886136
9.019608,67,2065.039515
7.254902,55,2066.037749
9.607843,68,2067.332598
6.078432,59,2068.466299
7.254902,56,2069.579852
9.803922,64,2070.957522
8.431373,58,2072.333111
9.411765,63,2073.799161
8.431373,60,2075.2374
8.431373,58,2076.677751
7.450981,57,2077.956316
7.843137,57,2079.225076
9.411765,62,2080.658485
9.019608,68,2082.170968
7.843137,50,2083.277431
7.647059,54,2084.505435
7.647059,56,2115.211034
6.862745,56,2116.174244
7.843137,64,2117.373933
8.039216,61,2118.701008
9.607843,63,2120.06593
9.019608,58,2121.353554
9.607843,70,2122.903795
9.411765,61,2124.302848
7.254902,53,2125.483337
7.058824,57,2126.766317
9.215687,70,2128.335375
6.470589,56,2129.573973
6.078432,50,2130.719043
8.627451,57,2132.125076
6.666667,57,2133.390122
8.039216,58,2134.679475
7.843137,57,2135.98173
9.411765,71,2166.949572
7.647059,53,2167.859041
8.431373,67,2169.057686
8.823529,58,2170.141012
8.235294,66,2171.448372
8.039216,56,2172.622105
5.09804,46,2173.664045
5.490196,47,2174.723794
9.019608,59,2176.098885
8.235294,56,2177.360391
8.823529,69,2179.005403
8.235294,60,2180.346138
9.215687,69,2181.853604
8.039216,65,2183.291652
8.823529,61,2184.643973
8.431373,69,2186.232693
8.627451,54,2217.18927
9.803922,65,2218.286396
6.27451,54,2219.216932
9.803922,70,2220.481655
9.803922,67,2221.751201
9.803922,61,2222.92651
7.058824,57,2224.184315
8.627451,57,2225.478115
8.823529,59,2226.825063
4.705883,52,2228.042773
9.607843,62,2229.443735
8.039216,59,2230.905429
7.843137,64,2232.335125
6.666667,53,2233.49913
7.647059,59,2234.817078
5.09804,46,2235.908788
7.254902,61,2237.268247
7.254902,60,2268.196669
8.039216,65,2269.330513
9.019608,59,2270.397404
7.647059,55,2271.405475
6.862745,52,2272.368709
8.627451,67,2273.672343
5.490196,46,2274.646266
9.019608,58,2276.012047
8.039216,53,2277.241152
7.647059,52,2278.469896
8.823529,60,2279.872012
9.411765,60,2281.262266
8.235294,59,2282.665228
8.627451,58,2283.992861
8.039216,65,2285.50839
9.803922,66,2286.949748
9.803922,65,2288.378978
5.882353,53,2319.027774
9.019608,66,2320.191771
7.647059,55,2321.200644
7.843137,56,2322.218166
9.215687,63,2323.383611
9.019608,61,2324.567214
7.843137,53,2325.751388
7.647059,51,2326.917629
8.235294,70,2328.523851
8.235294,56,2329.816769
8.039216,62,2331.266516
9.607843,64,2332.829597
6.470589,55,2334.048258
9.803922,65,2335.508003
7.058824,56,2336.818645
9.019608,61,2338.153297
8.823529,56,2339.38725
9.411765,69,2370.370275
7.647059,55,2371.31132
7.254902,56,2372.312163
7.647059,64,2373.502856
8.235294,56,2374.59296
7.843137,56,2375.73169
7.843137,57,2376.970265
4.509804,46,2378.00221
9.019608,68,2379.561445
9.019608,59,2381.04805
9.215687,59,2382.760774
7.647059,62,2384.205676
9.803922,65,2385.736384
9.411765,70,2387.324032
7.254902,62,2388.697403
9.215687,59,2390.051317
6.078432,48,2391.128649
8.039216,57,2422.30181
8.627451,58,2423.330101
6.078432,58,2424.396042
8.823529,59,2425.656889
9.019608,61,2427.104331
8.235294,58,2428.482965
9.215687,65,2430.020941
8.627451,59,2431.333199
9.607843,69,2432.948216
7.843137,59,2434.313682
7.647059,67,2435.913209
7.450981,62,2437.297189
9.411765,70,2438.922266
5.490196,47,2439.95172
8.431373,54,2441.19555
9.411765,60,2442.581701
7.450981,62,2473.632571
8.039216,56,2474.588052
6.470589,55,2475.541581
8.431373,61,2476.642242
8.235294,58,2477.707848
7.450981,56,2478.768988
7.254902,52,2479.807685
4.117647,43,2480.760855
8.235294,66,2482.296572
6.862745,50,2483.470456
9.215687,69,2485.053048
8.431373,57,2486.410619
8.823529,66,2487.9427
6.470589,51,2489.14597
9.411765,70,2490.786387
7.647059,52,2492.029938
8.823529,61,2493.360289
8.627451,58,2494.660416
8.235294,53,2525.363235
8.627451,70,2526.592228
8.039216,54,2527.553938
6.666667,52,2528.506543
8.039216,55,2529.563159
8.039216,58,2530.70256
8.627451,67,2532.07652
3.529412,39,2532.977701
6.862745,50,2534.142131
8.039216,63,2535.586285
7.647059,65,2537.075861
6.470589,54,2538.315283
8.039216,64,2539.763016
7.647059,54,2541.030309
8.431373,55,2542.218585
8.039216,56,2543.465397
8.039216,54,2544.66515
9.803922,65,2575.733704
9.607843,62,2576.775486
8.039216,63,2577.899205
8.823529,68,2579.125706
8.627451,56,2580.19542
7.843137,65,2581.452435
7.647059,59,2582.792836
7.058824,54,2584.018125
7.058824,56,2585.303607
9.019608,60,2586.661325
8.431373,57,2587.954149
8.431373,58,2589.3143
9.019608,59,2590.665702
9.411765,69,2592.313753
9.019608,67,2593.795962
8.039216,58,2595.077298
8.431373,60,2596.463296
8.431373,56,2627.192314
9.803922,65,2628.308742
8.431373,57,2629.343473
8.039216,53,2630.327586
9.019608,59,2631.423159
8.823529,58,2632.548729
8.627451,67,2633.987775
8.431373,61,2635.343155
8.431373,59,2636.693847
7.058824,63,2638.151405
8.823529,57,2639.463338
9.411765,58,2640.821427
8.627451,56,2642.112169
9.803922,63,2643.5196
7.254902,63,2645.006138
9.215687,62,2646.43829
9.215687,60,2677.478635
7.843137,62,2678.557735
9.215687,65,2679.693906
9.215687,62,2680.79013
8.823529,63,2681.975596
9.215687,71,2683.340262
9.019608,69,2684.896758
9.803922,66,2686.376695
7.647059,58,2687.701042
7.843137,60,2689.072071
6.666667,55,2690.405636
5.882353,57,2691.68425
6.078432,58,2692.969827
6.470589,55,2694.274608
3.921569,39,2695.135558
7.254902,63,2696.535568
4.705883,51,2697.681809
7.254902,55,2728.591498
8.823529,60,2729.636026
9.803922,69,2730.81565
6.078432,47,2731.670768
9.215687,65,2732.888134
4.901961,44,2733.738912
9.607843,62,2735.08379
8.039216,54,2736.319979
9.803922,62,2737.732979
8.235294,56,2739.02874
8.823529,64,2740.508317
8.431373,61,2741.876616
9.803922,65,2743.302012
9.607843,70,2744.896439
8.431373,69,2746.451504
8.823529,66,2747.938423
8.823529,62,2749.36956
9.019608,61,2780.396251
9.215687,64,2781.475253
8.235294,52,2782.386058
8.627451,57,2783.405689
7.058824,62,2784.625476
9.607843,67,2785.93825
8.431373,65,2787.369723
9.803922,69,2788.946506
9.411765,69,2790.527567
8.823529,62,2792.025908
9.411765,65,2793.475735
8.431373,58,2794.796727
7.843137,54,2796.058709
8.235294,59,2797.357934
7.450981,57,2798.637202
7.843137,67,2800.190209
8.039216,67,2831.09804
8.235294,66,2832.211378
7.647059,53,2833.169654
7.843137,58,2834.23385
8.235294,58,2835.348734
7.254902,63,2836.60746
7.254902,64,2838.059031
8.627451,65,2839.523385
5.686275,54,2840.799718
9.803922,66,2842.303962
9.803922,66,2843.776964
9.019608,68,2845.39307
7.058824,55,2846.613753
9.803922,65,2848.072928
7.450981,56,2849.361694
8.823529,63,2850.752506
7.843137,52,2881.60294
7.450981,51,2882.470041
7.254902,64,2883.580459
9.215687,69,2884.825293
8.235294,64,2886.012613
6.470589,53,2887.047551
7.254902,59,2888.348321
9.803922,60,2889.702506
9.803922,70,2891.336811
5.490196,53,2892.573721
7.647059,56,2893.832779
7.647059,64,2895.287056
8.627451,57,2896.56172
8.823529,57,2897.864021
7.254902,61,2899.281868
8.235294,60,2900.634266
8.235294,54,2901.851606
9.803922,65,2932.822605
8.431373,56,2933.795882
4.705883,42,2934.518039
8.627451,57,2935.53408
5.686275,54,2936.55027
9.803922,69,2937.876127
9.019608,65,2939.321021
8.039216,60,2940.693285
9.019608,68,2942.255934
9.411765,69,2943.831946
8.823529,70,2945.403074
7.254902,60,2946.788649
8.823529,56,2948.075635
6.862745,55,2949.304156
8.627451,57,2950.601887
7.843137,64,2952.045651
9.803922,65,2953.581443
9.607843,70,2984.469324
5.882353,58,2985.477492
9.215687,69,2986.728998
5.882353,56,2987.782754
8.039216,61,2988.95457
9.803922,65,2990.319165
4.901961,50,2991.475441
7.058824,62,2992.91403
6.27451,53,2994.146592
9.019608,59,2995.537224
7.450981,61,2996.977367
9.411765,59,2998.304066
8.431373,60,2999.647038
7.254902,51,3000.835669
8.235294,57,3002.080234
9.607843,70,3003.603242
8.823529,67,3034.719198
8.039216,57,3035.73422
8.431373,59,3036.756701
8.627451,59,3037.822169
6.862745,59,3038.927554
9.019608,71,3040.33026
8.235294,61,3041.722123
7.647059,57,3043.009434
7.647059,68,3044.54689
9.803922,65,3045.989969
7.843137,60,3047.358233
8.431373,57,3048.659719
9.411765,60,3050.039154
6.666667,61,3051.399788
9.803922,66,3052.871202
9.215687,57,3054.150302
8.627451,65,3085.365962
9.803922,65,3086.466716
9.019608,58,3087.481878
9.803922,66,3088.678526
9.019608,59,3089.77249
8.627451,59,3090.884568
8.039216,66,3092.320065
7.647059,64,3093.754302
9.607843,69,3095.350437
9.803922,63,3096.79434
8.039216,54,3098.029186
9.411765,65,3099.564373
9.411765,68,3101.113449
6.27451,53,3102.310942
8.823529,61,3103.647662
7.254902,60,3104.995919
9.803922,65,3136.138112
9.019608,61,3137.180166
8.823529,58,3138.179098
7.254902,50,3139.097497
6.666667,52,3140.045479
9.215687,59,3141.175543
9.215687,69,3142.699326
8.627451,56,3143.936254
8.823529,61,3145.315506
8.235294,60,3146.673912
9.607843,69,3148.22864
9.607843,70,3149.851626
9.607843,69,3151.403186
7.843137,52,3152.526975
5.294118,53,3153.715971
8.627451,68,3155.258559
9.607843,60,3156.600818
9.803922,68,3187.599903
7.058824,52,3188.515756
9.607843,63,3189.611804
7.450981,65,3190.911361
6.27451,58,3192.186849
9.607843,65,3193.610644
7.254902,64,3195.00948
8.039216,63,3196.436699
9.607843,61,3197.850469
8.431373,58,3199.156069
7.647059,54,3200.358577
7.647059,58,3201.66233
7.450981,65,3203.157803
7.450981,63,3204.534576
8.823529,70,3206.112437
8.627451,66,3207.563926
8.823529,61,3238.550614
8.823529,66,3239.678989
8.431373,70,3240.914108
9.411765,69,3242.177799
6.27451,58,3243.314806
5.09804,43,3244.163303
8.627451,62,3245.570971
9.215687,65,3247.036858
7.450981,66,3248.534119
8.235294,67,3250.037086
9.803922,69,3251.60124
5.490196,46,3252.719701
9.411765,69,3254.236064
8.431373,67,3255.755739
8.039216,56,3257.075735
9.803922,65,3258.524219
7.843137,54,3289.349955
8.823529,58,3290.363019
8.823529,68,3291.513627
6.862745,61,3292.68389
9.215687,71,3294.0287
9.215687,69,3295.444231
9.215687,65,3296.925477
7.647059,57,3298.242939
9.215687,61,3299.637282
6.27451,57,3300.936586
7.254902,57,3302.243047
9.411765,60,3303.720164
9.607843,70,3305.292335
9.803922,66,3306.74957
7.450981,59,3308.052576
8.039216,66,3309.554428
8.431373,55,3340.342698
7.647059,67,3341.503844
7.843137,56,3342.496751
5.882353,52,3343.477585
5.09804,45,3344.314463
9.411765,69,3345.647446
9.019608,68,3347.102259
9.607843,70,3348.68919
6.666667,49,3349.777578
9.411765,62,3351.169556
