#{"t_start": 1695760609.4778957, "env_id": null}
r,l,t
8.431373,56,584.526921
9.019608,66,586.02989
9.019608,61,587.492079
9.411765,59,588.872132
7.647059,59,590.258091
4.313725,43,591.234881
6.470589,63,622.554861
7.647059,57,623.630109
8.823529,70,625.029134
7.058824,60,626.235686
9.607843,65,627.501678
8.431373,66,628.942938
4.705883,45,630.000596
9.019608,63,631.533456
5.882353,49,632.866379
9.607843,68,634.506454
9.411765,69,636.120264
9.803922,66,637.632455
8.039216,53,638.879488
8.823529,59,640.224062
8.627451,63,641.706428
9.411765,69,643.507533
8.823529,67,675.473207
9.411765,70,676.737487
7.058824,66,678.014649
8.039216,64,679.563124
8.235294,59,680.937731
7.450981,65,682.458966
8.431373,70,684.143262
6.862745,61,685.69133
9.411765,64,687.20757
9.607843,62,688.605092
9.411765,69,690.191062
8.235294,55,691.437473
8.235294,59,692.744147
8.431373,68,694.283207
7.843137,63,695.747402
8.627451,68,697.351642
8.627451,58,728.329536
6.666667,52,729.232464
6.078432,57,730.306827
9.607843,73,731.866845
9.215687,59,733.089432
7.058824,58,734.435148
7.647059,60,735.815138
8.235294,59,737.162204
5.294118,54,738.439736
7.254902,56,739.892024
8.235294,55,741.111431
7.058824,52,742.288822
8.627451,63,743.785105
8.627451,58,745.170907
5.294118,52,746.340082
8.235294,54,747.578456
9.215687,64,749.038393
6.862745,60,780.113809
8.235294,56,781.102989
9.019608,72,782.321636
4.901961,51,783.419715
8.823529,60,784.737241
8.627451,68,786.26785
8.627451,68,787.945457
9.215687,64,789.383143
9.215687,60,790.764787
9.803922,68,792.305007
7.647059,56,793.629903
8.823529,63,795.024036
8.823529,59,796.395101
9.803922,65,797.886502
9.411765,70,799.464446
7.843137,65,800.990257
7.254902,55,832.206708
8.431373,54,833.136418
8.235294,63,834.250256
7.058824,65,835.468467
4.705883,42,836.283566
7.843137,58,837.397301
3.529412,33,838.065158
9.019608,64,839.419673
6.862745,58,840.746379
6.862745,52,841.93686
8.039216,61,843.350827
8.039216,54,844.577783
9.019608,69,846.17934
8.235294,55,847.41394
8.823529,66,848.883536
8.235294,68,850.384991
8.039216,58,851.7286
7.450981,51,852.883723
8.235294,55,883.628172
8.039216,57,884.599359
7.647059,60,885.662928
9.019608,67,887.101849
7.254902,52,888.234378
8.039216,62,889.588993
9.019608,67,891.044676
8.627451,60,892.427649
7.058824,60,893.772976
9.215687,72,895.404778
9.019608,59,896.715398
6.666667,60,898.067362
7.647059,53,899.275738
4.509804,40,900.207705
7.647059,56,901.479181
8.039216,64,902.965215
7.647059,59,904.440105
6.862745,60,935.193367
5.294118,52,936.138427
8.039216,53,937.083162
7.647059,65,938.297414
8.235294,59,939.454233
7.058824,52,940.48424
8.627451,65,941.90274
8.235294,61,943.300949
9.803922,66,944.81214
9.215687,60,946.219207
8.823529,58,947.659047
9.019608,63,949.070862
7.450981,62,950.463662
6.666667,51,951.61039
8.823529,67,953.104147
9.803922,61,954.534855
9.215687,68,985.678907
9.215687,70,986.858058
7.058824,65,987.98688
8.431373,68,989.236476
8.235294,66,990.497131
5.490196,55,991.556746
9.411765,68,993.004035
7.450981,65,994.513409
7.254902,57,995.863267
8.235294,66,997.353411
7.450981,63,998.845156
5.882353,50,1000.044271
7.450981,63,1001.525388
8.039216,54,1002.748065
5.882353,43,1003.712693
9.411765,69,1005.236411
8.431373,65,1006.762801
8.235294,64,1037.581847
8.039216,54,1038.526483
8.431373,65,1039.774474
7.254902,63,1041.147842
8.039216,55,1042.331568
7.450981,59,1043.628377
8.627451,62,1044.994148
8.431373,57,1046.349263
9.215687,61,1047.665077
8.431373,59,1048.957618
7.843137,53,1050.130386
8.627451,56,1051.379359
9.411765,59,1052.726884
7.450981,50,1053.822745
8.627451,57,1055.128703
7.450981,51,1056.396863
6.078432,50,1057.510766
8.431373,56,1088.340106
8.627451,59,1089.322157
8.823529,60,1090.383347
7.058824,62,1091.508461
7.058824,62,1092.698656
9.803922,62,1093.886982
5.490196,51,1094.985179
9.019608,58,1096.31647
7.058824,53,1097.518976
9.411765,58,1098.854023
9.803922,67,1100.372987
8.823529,55,1101.62318
8.039216,69,1103.179421
8.823529,57,1104.465653
7.058824,64,1105.915025
9.803922,70,1107.484055
8.235294,58,1108.81257
9.019608,62,1139.645221
9.215687,71,1140.913471
5.686275,51,1141.824013
7.647059,58,1142.913339
6.27451,51,1143.909432
7.450981,53,1145.091081
8.431373,56,1146.343625
8.431373,67,1147.841195
9.607843,70,1149.411592
7.647059,50,1150.56793
7.647059,58,1151.901553
8.431373,59,1153.228639
7.058824,61,1154.595448
7.843137,58,1155.89248
7.647059,57,1157.179997
5.490196,46,1158.257627
8.627451,61,1159.622636
7.843137,67,1190.720485
8.627451,57,1191.686486
8.627451,57,1192.691426
9.803922,65,1193.881007
7.450981,50,1194.831119
7.254902,60,1196.008176
7.254902,56,1197.242883
4.705883,53,1198.467299
8.039216,61,1199.859728
9.019608,60,1201.231129
7.450981,52,1202.455171
8.039216,57,1203.866831
4.509804,53,1205.058853
7.647059,54,1206.231054
7.843137,59,1207.565731
9.607843,63,1208.99335
6.666667,48,1210.105759
6.27451,56,1241.069061
8.235294,64,1242.178158
6.470589,58,1243.189098
7.843137,57,1244.225859
9.215687,71,1245.577596
9.019608,57,1246.734436
7.647059,53,1247.885725
9.803922,65,1249.402173
5.09804,45,1250.437348
5.882353,50,1251.57871
8.627451,68,1253.148058
8.431373,58,1254.558915
9.607843,64,1256.000305
8.823529,59,1257.342402
8.823529,58,1258.608232
7.647059,53,1259.782451
7.254902,54,1260.974694
8.039216,63,1292.187716
8.627451,67,1293.317512
7.058824,58,1294.338438
7.450981,64,1295.68269
8.039216,64,1297.109536
8.431373,64,1298.496678
8.627451,56,1299.741879
8.235294,64,1301.220781
9.607843,65,1302.69921
5.09804,44,1303.692216
7.647059,59,1305.050816
9.019608,69,1306.601094
8.627451,71,1308.243699
9.215687,67,1309.723429
7.058824,56,1311.028352
9.019608,68,1312.542839
8.431373,57,1313.794449
9.803922,65,1344.831557
7.450981,60,1345.869752
7.058824,55,1346.945453
9.411765,69,1348.455455
5.490196,46,1349.454137
7.254902,62,1350.803349
8.823529,69,1352.341805
8.235294,66,1353.810918
7.450981,61,1355.23338
9.803922,65,1356.791808
7.647059,52,1357.954786
7.843137,58,1359.233982
8.823529,58,1360.532646
7.647059,54,1361.875649
7.450981,54,1363.09963
9.607843,60,1364.514105
9.019608,67,1395.641287
6.666667,52,1396.551723
9.607843,64,1397.663357
7.058824,57,1398.836807
8.823529,67,1400.267969
5.294118,56,1401.516875
6.862745,53,1402.675117
4.313725,45,1403.689958
9.019608,63,1405.16165
7.254902,50,1406.308574
9.411765,70,1407.850902
8.235294,60,1409.180541
9.215687,59,1410.565383
7.450981,60,1411.901798
3.333333,34,1412.681947
8.235294,55,1413.978839
9.019608,62,1415.381521
9.019608,63,1416.78661
9.215687,65,1447.814325
9.411765,69,1449.017852
7.254902,52,1450.040239
6.27451,57,1451.291803
8.627451,57,1452.545326
9.411765,60,1453.873109
9.215687,60,1455.201102
8.235294,61,1456.571969
8.039216,53,1457.814824
8.431373,66,1459.264437
7.647059,53,1460.459356
9.019608,59,1461.83113
8.823529,66,1463.365016
8.627451,60,1464.711673
7.647059,62,1466.093393
9.803922,63,1467.517987
8.235294,59,1498.77869
8.235294,60,1499.81228
6.666667,50,1500.726555
8.235294,57,1501.904714
7.254902,53,1503.050205
9.215687,61,1504.414252
8.823529,63,1505.830703
8.431373,64,1507.268849
7.647059,66,1508.737121
5.882353,55,1510.023466
9.803922,66,1511.546968
7.254902,61,1512.923238
9.607843,70,1514.529533
8.235294,59,1515.85812
7.450981,62,1517.250381
9.215687,63,1518.632927
7.450981,61,1520.028241
8.627451,63,1551.063778
7.254902,65,1552.194003
8.039216,61,1553.283531
7.254902,55,1554.310455
6.078432,48,1555.238921
8.627451,57,1556.520651
5.686275,52,1557.691568
8.235294,56,1558.915309
9.215687,60,1560.258941
9.411765,70,1561.95776
7.254902,62,1563.496694
7.254902,61,1564.852563
8.235294,55,1566.086662
6.470589,55,1567.318918
5.882353,50,1568.436964
7.843137,66,1569.954905
9.607843,65,1571.46353
7.843137,52,1602.235423
7.254902,52,1603.165593
6.862745,59,1604.210161
8.627451,60,1605.300215
8.627451,56,1606.337936
6.27451,58,1607.440081
6.27451,59,1608.639104
7.647059,53,1609.860662
8.823529,57,1611.195196
8.627451,65,1612.675512
9.215687,68,1614.241477
6.666667,53,1615.53984
8.823529,69,1617.203171
7.647059,56,1618.444805
8.431373,64,1619.853828
6.666667,53,1621.057802
7.058824,53,1622.304143
7.647059,52,1652.997467
7.254902,54,1653.942377
9.607843,69,1655.224299
7.647059,59,1656.356996
7.647059,53,1657.357738
8.627451,56,1658.446767
6.470589,51,1659.472293
9.215687,58,1660.797115
8.823529,58,1662.204776
6.666667,54,1663.448961
9.215687,63,1664.89213
9.019608,57,1666.238454
9.607843,62,1667.651774
8.039216,58,1669.0135
9.607843,68,1670.507604
8.235294,55,1671.727534
9.019608,59,1673.077269
8.431373,57,1703.955594
8.039216,60,1705.004414
8.039216,64,1706.141937
9.215687,59,1707.21699
7.254902,52,1708.301053
5.686275,55,1709.529054
8.431373,54,1710.763542
7.843137,56,1712.033157
6.27451,52,1713.19582
7.450981,65,1714.731131
7.647059,53,1715.961539
8.235294,63,1717.390753
7.843137,57,1718.715818
7.254902,52,1719.862312
9.215687,70,1721.507482
7.843137,60,1722.818858
6.666667,52,1723.982985
6.27451,49,1725.106947
5.882353,52,1755.88368
9.803922,70,1757.149896
7.450981,52,1758.119852
9.019608,69,1759.60182
7.843137,56,1760.840871
9.411765,62,1762.298867
6.862745,56,1763.517106
8.431373,54,1764.720016
7.450981,55,1766.035256
6.078432,60,1767.355339
8.823529,58,1768.631628
7.450981,55,1769.819865
8.431373,56,1771.062738
7.843137,61,1772.471996
8.627451,66,1773.982263
8.823529,63,1775.502156
6.666667,52,1776.66212
9.411765,58,1807.473326
9.215687,59,1808.47979
9.411765,62,1809.58599
9.803922,65,1810.775501
8.235294,63,1811.982534
5.490196,43,1812.873392
8.627451,66,1814.271721
8.431373,55,1815.52866
8.039216,52,1816.757831
9.019608,59,1818.129232
9.803922,63,1819.610314
8.039216,59,1820.997904
7.254902,60,1822.354672
8.039216,56,1823.645927
8.627451,67,1825.237165
7.450981,51,1826.444204
8.627451,59,1827.886684
7.058824,60,1858.653424
9.019608,62,1859.738364
5.882353,54,1860.723203
8.431373,58,1861.856806
9.607843,66,1863.277779
7.843137,52,1864.437121
9.803922,63,1865.856985
7.647059,56,1867.131012
7.254902,54,1868.358306
7.647059,54,1869.597123
7.058824,51,1870.761508
6.862745,53,1871.977638
8.039216,55,1873.263919
6.078432,54,1874.506778
9.607843,67,1876.103786
8.627451,57,1877.363384
8.823529,59,1878.680999
6.470589,53,1909.491741
9.019608,57,1910.478594
9.607843,65,1911.606839
8.431373,60,1912.817087
9.411765,69,1914.320435
9.215687,58,1915.622773
8.431373,69,1917.130275
8.039216,55,1918.367211
6.470589,60,1919.738734
9.019608,58,1921.0501
7.450981,53,1922.285895
8.039216,66,1923.772022
7.843137,61,1925.170524
8.823529,61,1926.612975
7.647059,56,1927.854583
5.490196,49,1929.010866
8.431373,64,1930.397334
8.627451,56,1961.134739
8.823529,69,1962.435346
9.215687,59,1963.480818
7.254902,57,1964.534439
8.235294,58,1965.647153
7.254902,49,1966.633611
7.647059,65,1968.110782
8.039216,54,1969.321715
7.843137,53,1970.538336
9.607843,69,1972.128564
8.039216,56,1973.43487
7.254902,55,1974.835714
6.27451,57,1976.113594
7.647059,59,1977.470271
9.803922,65,1978.943232
8.627451,63,1980.392343
3.333333,37,1981.207355
6.27451,54,2012.002631
6.078432,59,2013.043262
8.431373,57,2014.065233
8.039216,54,2015.093651
5.882353,49,2016.038208
8.627451,64,2017.285797
6.862745,55,2018.388195
6.470589,54,2019.561774
7.058824,60,2020.940342
5.686275,54,2022.202594
7.647059,56,2023.498057
5.686275,54,2024.758963
5.686275,55,2026.066929
9.215687,69,2027.635807
9.803922,65,2029.085918
9.215687,63,2030.532695
7.254902,57,2031.806911
7.450981,57,2033.205262
8.235294,60,2064.20609
6.862745,52,2065.111254
9.607843,64,2066.275798
5.294118,58,2067.386815
6.862745,59,2068.521984
9.803922,66,2069.845258
8.431373,67,2071.315392
8.627451,61,2072.739814
8.823529,59,2074.126167
6.666667,55,2075.454141
6.862745,55,2076.83766
8.039216,54,2078.028055
9.803922,66,2079.50944
9.019608,59,2080.877771
8.235294,69,2082.403192
8.039216,56,2083.655345
7.647059,54,2114.520289
8.627451,66,2115.671628
8.627451,56,2116.646927
8.627451,62,2117.881382
9.607843,60,2119.214746
9.411765,64,2120.605354
9.019608,61,2121.94833
9.215687,61,2123.309885
7.843137,53,2124.53142
7.058824,56,2125.784601
9.607843,65,2127.240924
6.862745,48,2128.298774
6.666667,50,2129.419217
9.803922,65,2130.928211
6.470589,49,2132.129035
7.647059,55,2133.335505
8.039216,58,2134.626966
9.215687,68,2136.183259
7.450981,63,2166.969686
8.431373,67,2168.145201
9.803922,67,2169.345639
8.235294,60,2170.483388
7.254902,56,2171.598969
6.27451,58,2172.838002
7.450981,53,2174.045391
8.627451,68,2175.584656
7.843137,59,2176.948769
8.235294,56,2178.218399
6.27451,51,2179.453101
8.823529,70,2181.001086
8.431373,57,2182.23873
8.823529,61,2183.607015
6.470589,52,2184.74282
9.607843,69,2186.32402
9.607843,64,2217.452065
8.431373,65,2218.541918
9.803922,67,2219.712592
9.803922,65,2220.919542
9.803922,65,2222.152109
7.843137,61,2223.357628
8.431373,66,2224.853888
9.215687,70,2226.450014
5.490196,49,2227.583637
9.215687,61,2228.971176
7.450981,58,2230.39736
8.627451,59,2231.750329
7.450981,52,2232.885433
7.843137,62,2234.250376
6.27451,48,2235.347266
6.862745,55,2236.625759
7.450981,62,2238.008755
8.235294,62,2268.851603
9.607843,60,2269.889433
7.647059,56,2270.940334
8.039216,63,2272.083756
8.823529,60,2273.227999
5.882353,56,2274.356815
8.823529,69,2275.943288
7.647059,63,2277.403499
7.450981,52,2278.633106
9.019608,69,2280.237188
9.411765,60,2281.630774
6.862745,60,2283.052164
9.019608,70,2284.647639
7.647059,57,2285.965331
9.803922,65,2287.376195
9.215687,56,2288.619313
6.862745,55,2319.278557
8.431373,57,2320.280689
8.039216,55,2321.289451
7.450981,54,2322.265331
9.019608,67,2323.515055
9.019608,59,2324.656972
7.058824,60,2325.995865
7.647059,52,2327.202789
8.627451,70,2328.809572
7.647059,54,2330.06753
8.627451,68,2331.646852
9.803922,65,2333.233734
7.843137,55,2334.446149
9.215687,60,2335.790681
7.450981,56,2337.092672
9.607843,70,2338.635403
8.627451,62,2339.977988
9.803922,69,2370.856913
8.235294,55,2371.822671
5.490196,47,2372.666217
6.666667,51,2373.615153
8.431373,66,2374.90168
8.235294,61,2376.145514
7.254902,58,2377.435452
4.313725,45,2378.468161
8.235294,56,2379.764713
8.431373,55,2381.143835
9.803922,61,2382.908644
8.039216,59,2384.277415
9.019608,64,2385.787091
8.823529,57,2387.071265
7.254902,64,2388.493299
9.607843,62,2389.906218
7.843137,51,2391.070101
9.803922,65,2422.410637
9.803922,66,2423.569821
7.450981,51,2424.534592
8.431373,57,2425.752689
9.215687,61,2427.200632
8.235294,54,2428.479295
9.019608,63,2429.948559
9.803922,65,2431.431036
9.411765,65,2432.951711
7.254902,58,2434.283092
7.254902,66,2435.865778
7.450981,52,2437.039364
9.411765,68,2438.560239
5.882353,54,2439.795484
8.039216,63,2441.232168
9.215687,58,2442.578736
8.039216,55,2443.773685
8.431373,58,2474.50509
6.862745,61,2475.569724
8.431373,60,2476.648203
8.823529,58,2477.717553
7.843137,65,2478.977062
6.666667,51,2479.979684
4.901961,42,2480.92449
7.058824,58,2482.273067
6.862745,53,2483.516092
8.627451,57,2484.829744
8.627451,55,2486.102646
9.215687,60,2487.514723
6.27451,57,2488.885375
9.803922,71,2490.521075
5.490196,54,2491.847315
7.843137,61,2493.177593
8.627451,67,2494.65468
9.215687,63,2525.568167
8.627451,62,2526.645432
8.431373,62,2527.748157
7.254902,60,2528.853148
8.235294,58,2529.965265
8.039216,57,2531.113563
8.431373,55,2532.267073
5.294118,46,2533.342393
6.470589,49,2534.460021
8.039216,64,2535.94163
7.450981,58,2537.263161
6.862745,60,2538.63928
8.039216,55,2539.883871
7.254902,50,2541.041781
8.235294,65,2542.468991
7.647059,60,2543.815495
7.647059,66,2545.274579
9.803922,62,2576.166363
9.215687,61,2577.218849
7.647059,54,2578.182888
8.823529,61,2579.280185
9.215687,59,2580.400383
7.450981,61,2581.592278
8.039216,67,2583.12562
7.058824,53,2584.332372
8.431373,58,2585.655748
9.803922,61,2587.026887
8.823529,61,2588.436266
9.019608,59,2589.799327
8.431373,54,2591.024784
8.823529,57,2592.405016
8.039216,53,2593.574773
7.450981,53,2594.763578
8.627451,58,2596.102993
8.235294,59,2626.971451
9.803922,60,2628.002017
9.215687,72,2629.291927
7.450981,52,2630.23939
9.215687,68,2631.511492
9.019608,68,2632.823839
8.235294,65,2634.255301
8.431373,67,2635.751599
7.450981,59,2637.113583
7.843137,55,2638.379311
8.039216,53,2639.605716
9.607843,60,2641.054109
9.019608,68,2642.547293
9.803922,66,2644.07691
5.882353,51,2645.250915
8.627451,57,2646.582788
9.019608,59,2677.589516
7.058824,53,2678.51223
9.411765,61,2679.567818
9.607843,69,2680.78757
9.019608,69,2682.088898
9.411765,71,2683.455267
9.019608,71,2685.059986
9.411765,69,2686.610859
7.647059,63,2688.045928
8.431373,67,2689.669135
8.039216,63,2691.080664
6.27451,50,2692.179501
6.470589,60,2693.53619
7.058824,51,2694.73477
6.27451,52,2695.877946
7.843137,54,2697.09137
4.313725,42,2698.042403
8.235294,59,2728.974041
8.431373,54,2729.887453
9.411765,60,2730.924724
7.254902,51,2731.85598
8.627451,61,2733.009536
6.27451,47,2733.905904
9.803922,65,2735.340911
8.823529,57,2736.631665
9.215687,61,2738.032237
8.039216,63,2739.465529
8.823529,57,2740.814692
7.843137,63,2742.21352
9.803922,66,2743.667104
9.607843,70,2745.291907
8.235294,57,2746.543821
8.823529,60,2747.888194
8.823529,60,2749.272476
9.019608,60,2780.331012
9.411765,70,2781.508856
6.862745,54,2782.457798
9.607843,69,2783.715615
8.235294,55,2784.804011
9.803922,67,2786.117244
6.862745,56,2787.345539
9.803922,69,2788.929073
9.215687,64,2790.399895
8.627451,61,2791.82609
9.803922,66,2793.357112
7.647059,60,2794.706984
8.039216,55,2795.984923
8.039216,68,2797.510039
7.450981,60,2798.848844
8.431373,65,2800.36101
8.039216,60,2831.11383
8.039216,65,2832.198274
6.862745,54,2833.18075
7.058824,58,2834.233211
8.627451,61,2835.420473
7.843137,62,2836.658178
7.843137,56,2837.91971
9.019608,64,2839.38121
5.882353,56,2840.675187
9.411765,65,2842.16701
8.823529,58,2843.468472
8.823529,69,2845.102248
9.019608,68,2846.608778
9.803922,65,2848.069449
7.254902,62,2849.508646
8.431373,62,2850.875604
7.843137,56,2881.797041
7.647059,56,2882.72438
7.843137,69,2883.951366
8.823529,58,2884.99578
8.431373,64,2886.191481
7.647059,60,2887.378502
6.666667,54,2888.587801
9.803922,61,2889.971629
9.803922,70,2891.61235
8.039216,53,2892.839003
7.843137,63,2894.253918
6.862745,65,2895.708391
8.235294,62,2897.110327
9.019608,59,2898.491246
7.058824,59,2899.82857
8.235294,66,2901.318883
7.647059,56,2902.630699
9.803922,65,2933.378623
8.431373,65,2934.51065
5.686275,47,2935.366285
8.627451,61,2936.485573
5.882353,56,2937.577726
9.411765,64,2938.91176
8.823529,67,2940.455888
7.647059,57,2941.775332
8.823529,66,2943.27187
9.019608,61,2944.629653
9.411765,62,2946.043795
7.843137,65,2947.529367
9.411765,70,2949.111641
8.431373,54,2950.342524
7.058824,59,2951.680201
6.862745,61,2953.139405
9.803922,61,2983.96153
9.607843,61,2985.025291
6.470589,56,2986.027808
9.411765,70,2987.306284
7.058824,55,2988.364463
9.019608,67,2989.701506
9.607843,62,2991.074675
5.09804,42,2992.040482
7.058824,63,2993.509037
7.450981,64,2995.016207
9.803922,65,2996.574928
6.27451,53,2997.775913
9.803922,65,2999.234964
8.431373,58,3000.57484
5.294118,53,3001.717348
8.431373,57,3002.958408
9.411765,62,3004.32142
8.823529,65,3035.260598
7.450981,64,3036.387379
8.431373,68,3037.607415
8.039216,56,3038.650298
7.450981,63,3039.849239
9.215687,69,3041.353955
8.431373,59,3042.710294
7.647059,56,3043.963471
8.039216,63,3045.380677
9.803922,69,3046.933308
7.647059,60,3048.300041
8.235294,58,3049.624343
9.215687,68,3051.17035
7.254902,54,3052.38237
9.411765,61,3053.748281
9.607843,61,3055.127961
9.019608,61,3086.031111
9.215687,60,3087.066382
9.019608,59,3088.085356
9.803922,70,3089.395838
9.411765,68,3090.682444
8.431373,66,3092.075246
8.039216,57,3093.346404
7.647059,65,3094.844833
9.607843,70,3096.452076
9.803922,68,3097.998938
6.470589,52,3099.271048
9.411765,61,3100.645354
9.411765,67,3102.154965
6.470589,63,3103.539587
8.235294,65,3104.987393
7.450981,55,3106.290441
8.823529,58,3136.987435
9.215687,64,3138.080799
9.607843,62,3139.210096
6.078432,51,3140.143866
5.09804,54,3141.158398
9.019608,70,3142.702323
8.823529,61,3144.056078
8.235294,63,3145.485272
9.411765,71,3147.057171
8.039216,57,3148.371362
8.039216,55,3149.639959
9.607843,70,3151.247331
9.411765,60,3152.53129
7.450981,53,3153.71644
5.686275,53,3154.92575
9.019608,69,3156.472075
9.803922,65,3187.484737
9.607843,64,3188.587495
7.058824,53,3189.513361
9.411765,65,3190.774721
6.862745,57,3192.025802
6.27451,50,3193.128245
9.607843,70,3194.654944
7.647059,56,3195.898221
7.058824,58,3197.265352
9.607843,65,3198.719651
9.215687,61,3200.05175
7.843137,63,3201.485685
7.254902,51,3202.651586
7.843137,56,3203.881284
7.254902,61,3205.24249
9.019608,69,3206.804068
8.235294,59,3208.101276
9.803922,65,3239.069699
7.450981,59,3240.062742
8.627451,67,3241.254805
9.215687,63,3242.424343
6.470589,56,3243.516447
5.882353,55,3244.672584
9.411765,70,3246.250537
9.803922,68,3247.762346
7.843137,67,3249.287795
8.039216,57,3250.5865
9.803922,67,3252.154003
6.666667,51,3253.311344
9.411765,70,3254.86565
8.627451,58,3256.183124
7.843137,54,3257.462564
9.607843,64,3258.897685
7.450981,58,3289.723925
9.803922,70,3290.905765
8.823529,60,3292.005378
6.666667,60,3293.127567
9.411765,68,3294.432697
9.411765,69,3295.910611
8.431373,61,3297.307524
6.862745,56,3298.580529
9.411765,62,3300.01403
6.078432,44,3301.008326
7.450981,57,3302.314786
9.607843,61,3303.811499
9.803922,66,3305.289621
9.607843,61,3306.633093
8.039216,66,3308.101157
7.843137,63,3309.530417
8.627451,66,3340.53114
7.843137,58,3341.532327
7.843137,62,3342.647416
5.882353,49,3343.569396
4.705883,44,3344.386202
8.627451,56,3345.446032
8.431373,60,3346.685695
9.411765,63,3348.097351
6.470589,52,3349.277634
9.803922,62,3350.694735
