#{"t_start": 1695760609.5476327, "env_id": null}
r,l,t
9.019608,62,422.192509
9.215687,70,423.775347
5.490196,53,424.986478
9.607843,60,426.381852
8.235294,55,427.679384
4.509804,43,428.730731
8.431373,57,430.005579
7.450981,62,431.399356
7.450981,55,432.649376
9.019608,69,434.20072
8.627451,64,435.599829
5.882353,56,436.859261
8.823529,58,438.212599
9.215687,65,469.206827
5.294118,53,470.123934
9.803922,65,471.31096
6.666667,58,472.397702
5.490196,49,473.349387
9.803922,67,474.678209
7.843137,55,475.872281
7.254902,59,477.263383
6.470589,59,478.631344
6.470589,53,479.852333
8.627451,58,481.227528
8.039216,61,482.698958
8.823529,63,484.081074
9.607843,61,485.426687
8.235294,53,486.577781
6.862745,50,487.67013
9.019608,62,489.020831
6.862745,61,519.862444
8.039216,54,520.825747
7.843137,60,521.891213
7.058824,57,522.940319
6.666667,57,524.037675
8.627451,67,525.395457
9.019608,61,526.761846
8.235294,57,528.06444
9.411765,69,529.642675
8.431373,66,531.143981
5.09804,46,532.197737
8.431373,55,533.528635
9.607843,66,534.979118
6.666667,60,536.295229
8.627451,64,537.755426
6.862745,49,538.872204
7.058824,56,540.13015
9.607843,65,570.96942
8.431373,69,572.161159
7.450981,57,573.165732
8.235294,68,574.483962
6.27451,54,575.650814
8.235294,57,577.003622
9.803922,65,578.647364
6.27451,58,580.069737
7.647059,56,581.446964
8.039216,59,582.976985
8.039216,55,584.297352
9.215687,58,585.630801
9.803922,66,587.146541
7.450981,60,588.600657
5.882353,42,589.567749
5.686275,49,590.718888
7.058824,56,591.984621
9.019608,63,623.177378
7.647059,52,624.182446
9.215687,60,625.409135
7.843137,58,626.549238
6.27451,48,627.481222
9.411765,69,629.004089
6.862745,57,630.395489
9.607843,67,632.019826
8.823529,69,633.808975
9.019608,61,635.241091
7.843137,66,636.763455
9.411765,71,638.415357
9.411765,68,639.971187
9.411765,68,641.552834
8.823529,58,643.026924
9.411765,70,644.864265
5.490196,49,676.06982
8.039216,63,677.215733
8.823529,61,678.541018
7.254902,60,679.998782
8.431373,64,681.477664
5.490196,46,682.593402
9.803922,65,684.1516
9.607843,61,685.704481
9.411765,68,687.300577
7.058824,51,688.445207
8.039216,59,689.754745
8.431373,62,691.208708
8.039216,56,692.46456
8.627451,55,693.687025
9.411765,60,695.066756
7.254902,53,696.375081
6.862745,51,697.519278
9.215687,62,728.504921
9.803922,65,729.673299
8.823529,60,730.862825
5.686275,50,731.953947
8.235294,65,733.355128
6.27451,49,734.464288
7.647059,64,735.939306
7.843137,59,737.30711
7.058824,62,738.755334
8.235294,53,740.11521
8.235294,56,741.38111
8.235294,56,742.631504
9.411765,69,744.273756
8.627451,60,745.670199
5.09804,48,746.761452
7.647059,60,748.10963
9.019608,68,749.685886
4.705883,51,780.437033
8.431373,67,781.592178
8.431373,66,782.837597
8.627451,57,784.099508
9.411765,70,785.651245
9.803922,65,787.179393
9.019608,60,788.632062
7.450981,63,790.016932
8.431373,64,791.491457
9.215687,63,792.915512
9.803922,66,794.469244
9.803922,67,795.973221
7.254902,64,797.485632
7.450981,61,798.851605
8.235294,64,800.386611
7.647059,52,801.528542
7.450981,57,832.636825
5.294118,52,833.544975
7.647059,56,834.562342
5.686275,52,835.561761
9.019608,73,836.947971
6.27451,51,837.948615
7.058824,53,839.031417
7.843137,55,840.300381
7.843137,62,841.72802
8.823529,68,843.302112
9.215687,61,844.692768
8.235294,54,845.941247
7.450981,59,847.269659
7.843137,54,848.489079
7.647059,65,849.908156
8.039216,55,851.184437
8.823529,68,852.719787
7.450981,61,883.606063
9.019608,67,884.750447
7.254902,56,885.776053
8.039216,59,887.032112
9.607843,69,888.539227
8.627451,68,890.014364
6.862745,52,891.169806
9.019608,70,892.760902
9.607843,68,894.27768
6.862745,53,895.527626
7.450981,53,896.665357
5.686275,44,897.65887
7.843137,62,899.057187
7.058824,63,900.521196
7.254902,51,901.69553
6.666667,55,902.974868
5.09804,55,904.341788
8.431373,65,935.19497
8.235294,69,936.469171
8.039216,62,937.565583
7.647059,59,938.693788
8.431373,67,940.026916
7.254902,62,941.32218
9.019608,61,942.720317
9.803922,61,944.113733
8.823529,67,945.671944
9.411765,70,947.366843
8.823529,57,948.665518
4.705883,41,949.589966
8.431373,55,950.809574
9.803922,61,952.202289
8.627451,58,953.503617
9.411765,68,955.064563
6.470589,59,985.925442
9.019608,69,987.071388
8.039216,65,988.213367
7.450981,54,989.234068
8.431373,62,990.409374
7.647059,57,991.503532
7.843137,51,992.575514
8.431373,58,993.91927
7.450981,51,995.118115
6.666667,55,996.402357
6.862745,57,997.68475
8.039216,57,999.099252
5.490196,41,1000.023143
9.411765,70,1001.674721
8.235294,65,1003.131877
8.823529,63,1004.524419
8.039216,67,1006.037227
7.843137,63,1037.04384
8.235294,55,1037.984178
7.843137,58,1038.997866
7.843137,59,1040.251042
8.039216,55,1041.445531
9.803922,66,1042.879169
9.803922,60,1044.197393
9.019608,68,1045.714528
6.862745,55,1046.992543
8.039216,62,1048.340741
9.803922,65,1049.77804
6.666667,58,1051.07004
8.627451,57,1052.379878
6.470589,50,1053.461301
6.470589,59,1054.781397
6.470589,56,1056.18002
8.627451,65,1057.631454
9.803922,64,1088.545344
6.862745,50,1089.385744
7.647059,59,1090.42967
9.019608,59,1091.511178
7.843137,53,1092.529801
9.019608,65,1093.776051
6.666667,55,1094.965264
9.411765,63,1096.42065
9.215687,59,1097.753512
8.431373,65,1099.242011
7.647059,53,1100.457118
7.843137,56,1101.726117
5.686275,51,1102.850957
9.803922,70,1104.447634
8.823529,69,1106.003388
9.803922,65,1107.465444
9.019608,64,1138.657157
6.666667,49,1139.471994
8.431373,63,1140.603123
8.235294,65,1141.77031
7.843137,58,1142.861799
7.254902,56,1143.962555
8.431373,56,1145.225091
9.607843,62,1146.597458
6.27451,57,1147.894431
8.235294,56,1149.133551
9.215687,71,1150.785565
7.254902,56,1152.079156
7.647059,58,1153.380082
8.039216,58,1154.667385
7.254902,60,1156.027225
8.627451,58,1157.379313
8.627451,61,1158.720527
8.431373,54,1159.933609
9.607843,69,1191.005627
9.215687,59,1192.00784
7.254902,50,1192.890299
8.039216,54,1193.878897
7.647059,64,1195.085957
4.901961,45,1195.982301
8.627451,68,1197.522058
9.019608,60,1198.885134
7.450981,50,1200.019188
7.450981,62,1201.465669
5.294118,51,1202.662493
8.235294,55,1204.009939
8.039216,53,1205.174423
9.803922,66,1206.629794
7.058824,51,1207.769477
4.313725,44,1208.752525
8.431373,63,1210.239566
7.647059,52,1241.084522
9.215687,72,1242.350817
8.823529,61,1243.420027
9.411765,68,1244.674558
7.450981,58,1245.802343
9.803922,62,1247.066129
5.686275,53,1248.269724
5.490196,48,1249.381051
8.627451,69,1250.980297
8.039216,56,1252.253182
9.607843,63,1253.73574
9.215687,69,1255.337903
8.823529,60,1256.713234
6.862745,52,1257.849424
7.647059,60,1259.170367
8.235294,56,1260.415649
8.627451,62,1261.858342
7.058824,59,1292.696138
7.450981,65,1293.82756
8.235294,65,1295.104381
8.627451,68,1296.620662
8.627451,59,1297.900401
7.843137,64,1299.315671
8.235294,59,1300.680169
5.09804,46,1301.725565
6.862745,61,1303.11139
9.411765,69,1304.660981
8.431373,61,1306.06049
8.039216,56,1307.373491
7.647059,57,1308.617152
9.215687,64,1310.105138
8.627451,63,1311.525291
8.235294,58,1312.806216
6.862745,55,1343.875475
6.862745,49,1344.703902
8.431373,57,1345.685197
7.647059,53,1346.712638
7.450981,61,1348.038448
9.215687,57,1349.264416
8.039216,55,1350.464639
6.862745,53,1351.658258
9.607843,62,1353.027328
7.843137,55,1354.274059
8.431373,57,1355.645067
9.215687,59,1357.016805
7.254902,64,1358.44559
7.843137,57,1359.721211
9.607843,61,1361.107086
9.411765,68,1362.742286
5.490196,56,1363.995919
9.607843,60,1365.385467
7.647059,53,1396.046817
8.823529,68,1397.235279
5.09804,53,1398.253872
8.039216,54,1399.424716
5.09804,50,1400.502726
9.411765,69,1402.020052
6.470589,52,1403.179137
8.823529,65,1404.659261
8.431373,63,1406.14354
9.803922,66,1407.588719
7.254902,62,1408.981565
7.058824,51,1410.127848
8.627451,56,1411.432013
8.823529,62,1412.852758
8.627451,59,1414.238634
8.627451,59,1415.591961
8.039216,65,1446.870567
6.862745,60,1447.892742
6.470589,49,1448.725503
9.607843,69,1450.081742
9.411765,58,1451.379605
9.411765,63,1452.750875
8.823529,70,1454.309245
8.627451,63,1455.705392
8.039216,68,1457.272158
8.235294,63,1458.666239
8.823529,56,1459.921074
8.431373,61,1461.315934
8.823529,57,1462.668982
7.843137,60,1464.007984
9.607843,65,1465.473424
8.431373,56,1466.710722
9.411765,69,1468.34783
5.882353,50,1499.195868
8.235294,65,1500.316865
7.058824,62,1501.559233
8.823529,59,1502.843218
9.411765,69,1504.399624
8.627451,57,1505.648913
7.254902,65,1507.125033
5.490196,46,1508.161585
9.607843,60,1509.538989
6.862745,50,1510.69191
8.235294,58,1512.037923
8.431373,57,1513.301936
7.647059,53,1514.529796
9.215687,70,1516.134036
7.058824,51,1517.257346
9.411765,62,1518.610097
7.254902,60,1519.979572
9.215687,67,1551.087157
8.039216,56,1552.048561
7.254902,51,1552.95103
8.823529,70,1554.257744
7.058824,63,1555.534742
6.666667,54,1556.744503
8.823529,69,1558.271149
8.823529,64,1559.704523
7.450981,55,1560.971518
7.254902,60,1562.444392
8.431373,57,1563.824665
7.254902,63,1565.251072
5.490196,55,1566.475754
8.235294,56,1567.75372
8.431373,57,1569.01922
8.823529,64,1570.494428
6.666667,51,1571.673447
6.27451,56,1602.460689
9.607843,67,1603.646047
9.607843,69,1604.875171
5.882353,57,1605.922867
7.647059,53,1606.917212
7.254902,52,1607.942543
9.607843,64,1609.34304
8.431373,63,1610.813945
8.823529,67,1612.34806
6.666667,57,1613.671406
8.627451,68,1615.231464
7.450981,63,1616.812858
8.039216,53,1617.998327
7.450981,57,1619.258199
7.647059,54,1620.491961
6.666667,61,1621.915499
6.666667,54,1652.72132
9.215687,62,1653.796898
8.235294,54,1654.792411
7.647059,52,1655.789426
9.019608,60,1656.928456
8.039216,55,1657.979943
9.019608,65,1659.273395
8.431373,58,1660.582884
7.647059,60,1662.035059
9.019608,59,1663.400256
9.215687,69,1664.984699
8.431373,57,1666.335215
7.647059,51,1667.482074
9.803922,67,1669.055509
8.627451,67,1670.537112
9.019608,59,1671.835614
7.843137,57,1673.147368
7.647059,53,1703.928169
8.823529,57,1704.919158
9.411765,61,1705.996101
7.058824,54,1706.970354
6.078432,55,1708.085651
9.215687,67,1709.61572
9.019608,60,1710.977303
6.078432,59,1712.315514
8.039216,56,1713.604012
7.843137,54,1714.85499
7.647059,54,1716.108858
8.039216,59,1717.468048
6.666667,48,1718.550841
8.431373,62,1719.931204
7.647059,57,1721.290388
6.666667,47,1722.309196
7.254902,56,1723.545606
7.058824,61,1724.933473
9.607843,62,1755.927637
8.431373,70,1757.181565
8.431373,58,1758.321316
8.627451,58,1759.55314
8.823529,58,1760.842
6.862745,49,1762.004656
8.823529,56,1763.234308
6.470589,53,1764.42689
6.078432,57,1765.769606
9.215687,62,1767.125863
7.058824,62,1768.494755
8.823529,61,1769.830019
7.450981,55,1771.053804
8.627451,66,1772.57165
9.215687,64,1774.034899
6.862745,53,1775.303458
9.019608,68,1776.835827
8.823529,61,1807.667576
9.411765,66,1808.786288
9.607843,65,1809.962119
8.823529,60,1811.068327
6.470589,47,1811.978943
7.843137,56,1813.143079
8.627451,56,1814.345531
8.039216,51,1815.517035
9.803922,66,1817.049469
9.803922,66,1818.598367
8.039216,60,1819.995603
7.254902,59,1821.36697
7.843137,63,1822.812245
8.823529,69,1824.384187
7.058824,50,1825.619675
7.843137,58,1827.055698
7.450981,62,1858.047657
8.627451,60,1859.08955
5.490196,56,1860.082046
7.058824,58,1861.135687
8.431373,56,1862.282749
8.039216,56,1863.54159
9.803922,65,1864.987388
7.254902,57,1866.265841
6.470589,53,1867.47227
8.431373,56,1868.762952
6.666667,50,1869.928323
7.254902,54,1871.178111
5.294118,44,1872.200404
7.058824,55,1873.465623
8.039216,55,1874.756006
8.627451,60,1876.150952
8.431373,59,1877.459616
7.058824,56,1878.700666
8.823529,60,1909.630638
9.803922,65,1910.769536
8.039216,56,1911.724155
8.431373,56,1912.883029
9.215687,59,1914.156015
7.843137,56,1915.419801
6.666667,53,1916.582006
6.862745,53,1917.774645
9.215687,61,1919.13822
6.470589,59,1920.491137
6.27451,51,1921.667418
8.235294,53,1922.854557
9.215687,65,1924.348893
8.039216,59,1925.723536
7.254902,54,1926.982909
7.647059,59,1928.303525
9.411765,58,1929.620818
8.431373,55,1930.825945
9.803922,62,1961.573958
7.058824,60,1962.702563
9.215687,61,1963.798478
6.862745,60,1964.925915
7.647059,54,1965.984049
7.254902,60,1967.265486
7.843137,54,1968.485909
9.607843,69,1970.053479
8.039216,61,1971.450966
7.647059,63,1972.922914
6.666667,59,1974.347094
7.843137,57,1975.681266
9.803922,66,1977.172362
8.039216,53,1978.429207
3.72549,39,1979.292281
7.843137,57,1980.607257
6.470589,51,1981.742069
7.254902,67,2012.632883
8.235294,59,2013.679146
5.490196,46,2014.541695
8.823529,60,2015.690671
8.039216,55,2016.752236
7.647059,53,2017.807101
6.470589,55,2018.93168
5.882353,55,2020.202735
5.686275,50,2021.385938
5.882353,54,2022.615363
6.470589,47,2023.704251
8.823529,62,2025.174376
9.803922,65,2026.670365
9.215687,70,2028.254677
8.823529,65,2029.728451
7.254902,56,2030.99702
8.627451,61,2032.363421
7.647059,59,2063.607817
9.607843,70,2064.831591
6.470589,62,2065.954822
8.039216,54,2066.950783
9.803922,66,2068.240635
8.235294,67,2069.562802
8.823529,58,2070.802568
8.823529,63,2072.277296
6.666667,55,2073.554335
7.450981,63,2075.061512
6.862745,57,2076.498465
9.019608,60,2077.838459
8.431373,56,2079.091387
7.843137,53,2080.328632
7.843137,52,2081.488365
6.666667,47,2082.535938
7.254902,67,2084.047786
7.843137,55,2114.827789
8.235294,58,2115.832593
9.215687,57,2116.813712
9.215687,68,2118.241517
9.215687,65,2119.674915
9.607843,61,2121.003021
7.254902,55,2122.229465
7.254902,54,2123.433291
8.431373,55,2124.717616
6.27451,57,2125.974722
6.27451,50,2127.095843
9.607843,61,2128.481975
6.470589,51,2129.600925
8.039216,53,2130.831274
8.431373,53,2132.126072
9.411765,68,2133.628399
6.27451,58,2134.923185
7.843137,56,2165.910206
9.803922,67,2167.048935
8.431373,66,2168.204807
8.235294,54,2169.169178
6.666667,53,2170.162604
7.058824,58,2171.303658
9.411765,69,2172.768265
8.235294,55,2174.02551
7.843137,59,2175.34704
7.058824,57,2176.675232
8.431373,56,2177.940342
8.235294,65,2179.50048
8.235294,56,2180.737804
8.431373,68,2182.22187
9.215687,58,2183.510054
8.823529,59,2184.820486
7.647059,59,2186.160356
9.215687,64,2217.313524
9.019608,60,2218.327086
9.411765,60,2219.365433
7.254902,54,2220.327623
9.215687,63,2221.519093
8.823529,58,2222.650136
5.686275,55,2223.800171
9.215687,60,2225.181872
8.235294,59,2226.520196
8.823529,56,2227.810074
7.843137,52,2229.008446
7.647059,62,2230.518003
6.470589,50,2231.66052
7.450981,62,2233.014385
7.254902,62,2234.388001
7.254902,56,2235.712597
8.823529,57,2236.984823
6.862745,49,2267.801218
7.254902,55,2268.755758
7.843137,56,2269.730913
6.078432,55,2270.749738
8.823529,69,2272.014019
7.843137,57,2273.097805
6.862745,50,2274.101545
8.627451,57,2275.377258
9.411765,60,2276.78379
6.862745,62,2278.249469
9.215687,68,2279.825668
7.450981,53,2281.061792
9.019608,62,2282.500286
9.803922,66,2284.045487
6.470589,54,2285.305855
8.235294,56,2286.541017
7.450981,64,2287.952216
7.647059,56,2318.747398
8.431373,58,2319.770839
9.215687,69,2320.994039
6.862745,65,2322.179055
7.450981,57,2323.237308
8.235294,57,2324.338729
7.058824,60,2325.636108
8.627451,63,2327.080628
9.411765,63,2328.525853
7.254902,63,2329.997793
9.607843,63,2331.46383
6.27451,59,2332.902069
9.607843,70,2334.461856
8.235294,60,2335.811432
8.823529,63,2337.280301
7.450981,52,2338.410818
7.058824,61,2339.733937
6.862745,57,2370.452701
8.823529,62,2371.53362
7.843137,55,2372.503253
6.862745,55,2373.520883
5.09804,43,2374.349599
9.019608,70,2375.779844
8.039216,53,2376.918151
9.607843,61,2378.309322
7.254902,65,2379.804792
9.215687,65,2381.507569
9.411765,69,2383.370958
7.254902,56,2384.644319
9.803922,66,2386.195479
6.666667,58,2387.530555
8.823529,64,2388.947178
9.803922,66,2390.435767
6.862745,49,2391.579748
9.019608,69,2422.891364
8.235294,57,2423.856494
8.627451,56,2425.000201
8.823529,64,2426.398707
8.823529,58,2427.823123
9.215687,58,2429.205405
7.647059,57,2430.530829
7.450981,49,2431.623073
7.254902,56,2432.93019
9.215687,63,2434.395521
6.078432,50,2435.548534
8.823529,56,2436.854017
8.823529,58,2438.14165
7.254902,63,2439.601563
9.411765,68,2441.140409
7.450981,53,2442.379134
8.039216,55,2443.565027
7.647059,53,2474.243724
8.431373,57,2475.245294
6.666667,51,2476.135841
6.666667,60,2477.236562
8.235294,66,2478.485808
8.235294,55,2479.580938
9.411765,70,2481.104752
7.647059,65,2482.631214
8.823529,59,2483.997618
6.078432,54,2485.264886
9.607843,68,2486.845196
5.294118,55,2488.133105
8.235294,65,2489.67362
8.431373,67,2491.270478
8.431373,59,2492.592875
8.627451,67,2494.049284
8.235294,67,2525.150136
7.450981,52,2526.029902
7.058824,55,2527.03003
8.039216,58,2528.079951
8.627451,67,2529.339598
4.705883,42,2530.148131
6.666667,47,2531.106518
7.450981,61,2532.404035
7.647059,67,2533.961622
6.862745,59,2535.31589
8.431373,65,2536.783058
7.058824,59,2538.140318
7.843137,56,2539.425783
7.647059,59,2540.785821
7.843137,67,2542.268467
9.803922,66,2543.745758
9.411765,62,2545.112573
8.235294,56,2575.926128
9.019608,61,2576.972859
8.627451,56,2577.960573
7.647059,52,2578.901106
8.039216,57,2579.962611
6.470589,48,2580.878856
7.843137,57,2582.076108
9.803922,65,2583.574778
8.627451,58,2584.894039
9.019608,59,2586.219512
8.235294,65,2587.69596
9.019608,60,2589.097942
8.431373,60,2590.483937
6.666667,54,2591.780329
8.039216,58,2593.08135
8.627451,69,2594.617213
9.803922,61,2596.032246
9.019608,69,2627.069266
7.058824,55,2628.019971
9.019608,63,2629.147969
8.823529,68,2630.406493
9.411765,61,2631.54742
8.627451,65,2632.798836
8.235294,61,2634.137872
7.843137,55,2635.365213
8.627451,60,2636.744066
9.019608,61,2638.153407
8.823529,57,2639.46534
9.411765,61,2640.924176
7.254902,63,2642.328253
9.019608,63,2643.764126
9.803922,65,2645.286068
7.058824,53,2646.512052
9.411765,66,2677.649947
9.607843,68,2678.820502
8.627451,58,2679.843544
9.411765,70,2681.097186
8.627451,69,2682.405107
9.411765,69,2683.770211
7.843137,53,2684.990249
8.431373,65,2686.454211
7.254902,55,2687.703044
5.882353,50,2688.837668
6.470589,53,2690.14211
6.27451,57,2691.425251
5.686275,49,2692.499725
7.647059,50,2693.626178
6.470589,47,2694.732179
8.431373,67,2696.199268
9.019608,67,2697.731912
9.803922,65,2728.801303
6.27451,50,2729.679682
9.411765,65,2730.779542
5.686275,54,2731.769716
9.019608,59,2732.873535
8.823529,61,2734.060544
9.803922,65,2735.527574
8.823529,67,2737.052281
9.607843,69,2738.617824
7.254902,58,2739.946028
9.803922,66,2741.48523
9.607843,69,2743.005325
8.431373,67,2744.490998
9.019608,71,2746.113538
9.607843,69,2747.665549
8.627451,68,2749.231294
9.215687,59,2780.261275
8.235294,55,2781.192938
9.607843,70,2782.411647
8.235294,56,2783.406185
9.803922,68,2784.751891
8.235294,62,2785.960443
9.411765,63,2787.350657
8.823529,56,2788.623306
7.843137,61,2790.012626
8.627451,55,2791.292734
8.039216,66,2792.857422
6.27451,61,2794.229468
7.843137,59,2795.554766
7.254902,58,2796.885995
8.627451,71,2798.470342
8.039216,68,2800.05621
7.058824,56,2830.800342
7.254902,63,2831.868174
6.470589,57,2832.87958
7.843137,55,2833.865778
7.647059,58,2834.962512
7.450981,56,2836.047541
8.823529,59,2837.346465
6.862745,50,2838.480287
9.803922,65,2839.980494
9.019608,57,2841.294588
8.431373,58,2842.628835
8.823529,66,2844.177959
9.803922,65,2845.660569
7.450981,61,2846.994925
8.823529,58,2848.339128
8.039216,56,2849.593251
7.254902,54,2850.775245
7.647059,54,2881.670604
9.411765,70,2882.872758
8.235294,61,2883.940942
7.450981,62,2885.061884
6.666667,55,2886.080127
9.411765,60,2887.255141
9.803922,70,2888.826214
4.509804,51,2889.999612
7.450981,55,2891.2627
7.647059,58,2892.626144
8.823529,69,2894.184181
8.627451,58,2895.493316
5.882353,51,2896.639144
8.235294,55,2897.895549
7.843137,57,2899.203735
9.803922,65,2900.684591
9.215687,59,2902.023376
5.09804,49,2932.673808
8.823529,59,2933.68754
4.705883,52,2934.591113
9.019608,58,2935.625313
9.019608,70,2936.96769
7.450981,57,2938.061234
8.431373,65,2939.536547
8.235294,60,2940.915877
8.823529,59,2942.25743
7.450981,63,2943.700027
9.411765,70,2945.266592
7.254902,58,2946.604286
7.843137,58,2947.919207
7.843137,54,2949.135013
8.235294,57,2950.430869
9.607843,64,2951.85867
6.470589,58,2953.270482
9.215687,62,2984.064288
6.666667,58,2985.08458
8.627451,57,2986.108078
9.215687,63,2987.254269
3.72549,37,2987.975009
6.470589,54,2989.024537
7.254902,61,2990.300094
9.803922,64,2991.776557
7.843137,60,2993.160501
9.607843,60,2994.562566
8.823529,66,2996.163942
5.882353,50,2997.285635
8.039216,61,2998.649854
9.607843,70,3000.279049
8.823529,65,3001.699271
7.254902,66,3003.149604
8.431373,67,3034.337913
8.039216,55,3035.326317
7.450981,56,3036.278739
7.843137,61,3037.36786
7.843137,53,3038.351915
7.647059,54,3039.396035
8.627451,60,3040.625234
9.607843,61,3042.018674
8.627451,70,3043.591269
8.235294,69,3045.118694
8.823529,60,3046.472332
6.078432,59,3047.82041
9.411765,61,3049.220405
9.019608,56,3050.501661
9.411765,71,3052.072282
9.803922,69,3053.626109
8.431373,61,3055.003602
9.215687,61,3085.925605
8.627451,59,3086.944079
8.823529,63,3088.031202
7.843137,66,3089.271308
7.843137,62,3090.446219
8.627451,59,3091.642232
8.627451,56,3092.888786
7.058824,64,3094.333151
9.607843,70,3095.971614
8.823529,59,3097.308697
7.058824,62,3098.726572
8.235294,61,3100.191098
8.039216,66,3101.668479
9.607843,63,3103.075056
8.627451,61,3104.425982
9.803922,62,3105.85319
5.882353,57,3136.651017
5.686275,51,3137.502704
8.823529,71,3138.760823
9.607843,62,3139.881015
7.058824,54,3140.891968
9.411765,60,3142.158061
8.235294,53,3143.376095
9.411765,61,3144.746219
9.803922,70,3146.316602
9.411765,64,3147.767418
7.254902,66,3149.302478
5.686275,46,3150.334678
8.823529,69,3151.876108
9.803922,65,3153.276223
9.019608,62,3154.721452
6.862745,54,3155.938668
9.607843,69,3187.114421
7.647059,65,3188.251625
5.686275,49,3189.067959
9.803922,65,3190.276275
7.450981,59,3191.563574
7.647059,57,3192.795264
8.627451,56,3194.014044
8.235294,57,3195.284398
8.039216,59,3196.617743
7.450981,61,3198.031448
8.039216,54,3199.246748
7.058824,56,3200.498173
8.823529,60,3201.840498
8.039216,56,3203.14109
9.607843,70,3204.662274
7.254902,58,3205.981142
8.235294,58,3207.265399
9.607843,66,3238.404194
5.686275,54,3239.347943
5.882353,52,3240.237534
9.215687,64,3241.379427
9.803922,68,3242.657536
7.647059,67,3243.96039
8.039216,66,3245.437858
9.019608,60,3246.790998
7.647059,67,3248.295869
8.235294,58,3249.616222
8.431373,66,3251.111956
7.647059,54,3252.38557
9.803922,65,3253.836592
7.450981,57,3255.116092
9.607843,70,3256.761811
8.627451,61,3258.118402
7.647059,62,3289.166392
9.215687,62,3290.259066
9.019608,69,3291.430869
8.235294,56,3292.498283
8.235294,58,3293.582778
9.803922,70,3294.972874
6.27451,45,3295.981153
6.078432,50,3297.121864
9.803922,65,3298.613028
9.215687,60,3300.001437
9.803922,67,3301.517465
7.843137,60,3302.884641
8.039216,65,3304.461743
8.627451,57,3305.725389
7.843137,57,3307.005375
7.450981,55,3308.224119
6.27451,49,3309.322488
5.686275,54,3340.132297
8.431373,56,3341.10685
8.431373,62,3342.221441
9.607843,69,3343.49966
7.450981,60,3344.632364
9.607843,66,3345.90084
