#{"t_start": 1695760609.583957, "env_id": null}
r,l,t
8.039216,67,380.516562
7.058824,53,381.673388
6.666667,55,382.906688
6.862745,63,384.321398
9.411765,63,385.836898
7.450981,61,417.021171
9.411765,69,418.20032
8.823529,67,419.372961
6.666667,58,420.432366
9.019608,68,421.719077
9.607843,69,423.257918
9.215687,69,424.830355
5.490196,45,425.865329
9.411765,69,427.506352
8.039216,65,429.042102
4.509804,42,429.98898
6.078432,52,431.164997
7.843137,64,432.613052
8.039216,53,433.813113
8.627451,70,435.35789
8.235294,61,436.70484
6.470589,58,438.062853
9.215687,70,469.170503
9.607843,70,470.380769
6.078432,50,471.318644
9.803922,65,472.530277
6.862745,57,473.642018
6.470589,50,474.641885
9.803922,65,476.079058
7.254902,63,477.551343
7.450981,61,478.971708
6.666667,51,480.137576
6.666667,59,481.515721
7.450981,56,482.883463
8.431373,63,484.267857
9.803922,70,485.779395
9.803922,65,487.200403
8.235294,57,488.443632
6.666667,54,519.297466
8.823529,71,520.520306
7.450981,53,521.468418
7.647059,63,522.620268
7.647059,55,523.668678
7.843137,62,524.922242
7.450981,52,526.017954
8.823529,60,527.406545
7.843137,58,528.708076
7.254902,65,530.208411
9.019608,58,531.520681
8.431373,56,532.902651
7.843137,52,534.053321
8.039216,64,535.451595
9.215687,64,536.867776
6.862745,59,538.214168
8.235294,64,539.66019
5.686275,54,570.420882
7.254902,63,571.499575
9.803922,62,572.57926
8.627451,67,573.800895
7.647059,55,574.954207
8.039216,65,576.391162
7.450981,64,578.051193
7.647059,53,579.302729
9.607843,67,581.006182
6.666667,59,582.536396
8.235294,57,583.892713
8.431373,66,585.40881
8.627451,66,586.908915
9.411765,59,588.362853
9.803922,65,589.870438
7.450981,60,591.246751
7.058824,60,622.488354
6.666667,61,623.653812
7.254902,52,624.68542
7.450981,61,625.929434
6.666667,51,626.915179
9.607843,69,628.335732
8.039216,57,629.652694
3.72549,35,630.546126
8.823529,58,631.957361
6.862745,53,633.363683
9.019608,56,634.671081
9.019608,70,636.302338
9.019608,61,637.700761
7.450981,58,639.08523
9.411765,72,640.727994
9.215687,66,642.26812
9.607843,69,644.157424
8.627451,66,675.849168
8.627451,61,676.981801
6.078432,46,677.882548
8.039216,62,679.37276
8.627451,59,680.75143
7.647059,64,682.257176
8.235294,57,683.637056
5.294118,46,684.742344
9.803922,68,686.444616
9.803922,63,687.889003
8.823529,59,689.212496
8.039216,58,690.556599
8.823529,69,692.108083
8.627451,68,693.629176
8.431373,67,695.1696
8.823529,55,696.518853
8.431373,58,697.802978
7.058824,63,728.752944
5.490196,56,729.772209
8.823529,67,731.14523
9.803922,65,732.50326
8.235294,67,734.015282
7.450981,65,735.507882
8.823529,60,736.870757
5.686275,58,738.233593
8.039216,62,739.837345
8.627451,63,741.249064
7.843137,64,742.687915
8.039216,56,744.031986
9.215687,68,745.608785
5.09804,56,746.874853
9.607843,60,748.268543
9.019608,57,749.558746
6.862745,53,780.364229
7.647059,68,781.536589
9.019608,68,782.8213
5.686275,53,783.990914
8.431373,67,785.46898
8.431373,63,786.940857
8.039216,62,788.461846
8.823529,60,789.778802
9.803922,66,791.29965
9.607843,63,792.718677
5.882353,51,793.950883
8.431373,57,795.210308
9.411765,69,796.83947
9.411765,60,798.18649
9.215687,64,799.654804
7.647059,55,800.939078
6.27451,51,832.063011
7.254902,57,833.046338
7.647059,54,833.99037
7.450981,64,835.187012
4.901961,48,836.117283
7.647059,58,837.224309
6.078432,48,838.205306
9.019608,63,839.554677
7.450981,63,840.987066
7.058824,60,842.39138
7.254902,55,843.6582
8.039216,55,844.907012
9.215687,69,846.5074
8.823529,68,848.018851
8.823529,67,849.510601
8.431373,62,850.911357
7.843137,58,852.222214
7.254902,54,883.089712
8.431373,60,884.134398
8.627451,69,885.319688
7.254902,52,886.387985
8.431373,66,887.815203
7.843137,63,889.196437
8.039216,58,890.464142
8.431373,60,891.825227
8.039216,55,893.063139
6.666667,55,894.291003
9.215687,69,895.869287
9.607843,69,897.396521
6.862745,54,898.613838
7.058824,54,899.858906
3.921569,39,900.755237
7.843137,63,902.213231
8.235294,55,903.503889
5.294118,47,934.312469
6.666667,55,935.28242
6.666667,48,936.139498
8.823529,69,937.383384
7.843137,58,938.466492
7.843137,64,939.7346
7.450981,53,940.782
8.431373,56,942.067153
7.647059,65,943.563543
9.411765,70,945.195585
9.215687,58,946.537896
9.215687,60,948.005708
9.019608,63,949.414754
7.254902,58,950.704433
7.647059,53,951.932473
8.039216,61,953.300465
9.803922,66,954.818215
8.431373,58,985.705693
9.607843,70,986.876333
7.058824,54,987.803132
8.431373,59,988.889083
8.039216,58,989.979403
6.27451,54,991.022158
9.215687,61,992.248605
7.058824,56,993.506659
6.862745,60,994.945657
8.627451,65,996.464825
8.431373,55,997.706561
5.294118,47,998.833431
7.058824,62,1000.278036
7.647059,54,1001.553232
5.490196,42,1002.495379
8.823529,62,1003.880538
8.627451,66,1005.355502
7.450981,61,1036.471313
8.039216,69,1037.670992
8.039216,60,1038.698598
6.862745,53,1039.784248
7.647059,54,1040.954405
7.843137,61,1042.274915
6.862745,51,1043.395954
9.019608,63,1044.779019
9.803922,62,1046.242204
9.019608,59,1047.510948
8.039216,64,1048.920972
9.215687,68,1050.434689
9.803922,69,1051.987912
7.450981,56,1053.2328
8.823529,57,1054.504184
8.039216,56,1055.88375
6.27451,52,1057.082886
7.450981,54,1087.954735
7.843137,60,1088.944142
9.803922,60,1089.988557
7.254902,64,1091.146441
8.235294,56,1092.208163
9.803922,61,1093.360422
6.666667,58,1094.559014
9.803922,66,1096.073693
7.647059,53,1097.272784
9.019608,58,1098.601713
9.803922,62,1100.003093
8.823529,66,1101.517118
7.647059,61,1102.887301
7.450981,58,1104.179749
7.254902,51,1105.352422
9.607843,71,1106.933901
8.431373,58,1108.272644
9.215687,59,1139.155744
9.019608,63,1140.268949
5.686275,48,1141.124006
8.235294,54,1142.107727
7.450981,65,1143.35276
7.843137,66,1144.742488
8.431373,68,1146.285832
8.627451,67,1147.785126
9.215687,63,1149.195265
6.470589,57,1150.512609
7.450981,61,1151.922599
8.823529,57,1153.202051
9.019608,60,1154.543987
8.627451,59,1155.862928
7.843137,60,1157.247298
8.235294,65,1158.713791
8.627451,58,1189.851671
8.235294,61,1190.910763
8.823529,58,1191.902733
9.803922,65,1193.068872
9.215687,61,1194.210927
5.686275,55,1195.239267
8.431373,63,1196.55151
6.666667,60,1197.923582
7.058824,48,1199.016366
8.823529,59,1200.372988
8.823529,61,1201.780488
7.647059,62,1203.236899
7.843137,53,1204.505011
5.490196,46,1205.530658
7.843137,59,1206.850754
8.431373,59,1208.14275
9.803922,62,1209.593685
6.470589,50,1210.728181
5.686275,55,1241.523406
8.235294,54,1242.469157
7.450981,54,1243.411518
9.215687,74,1244.776198
8.823529,61,1245.950572
9.215687,69,1247.383722
7.450981,60,1248.778341
9.803922,65,1250.276184
5.294118,53,1251.493668
6.862745,48,1252.616787
8.627451,71,1254.319394
8.039216,55,1255.549307
9.411765,70,1257.135081
9.019608,62,1258.502171
9.215687,66,1259.963492
7.843137,53,1261.146128
8.039216,66,1292.319257
8.235294,68,1293.482177
9.215687,70,1294.771885
7.450981,56,1296.037308
7.254902,66,1297.469351
8.431373,66,1298.909262
9.019608,67,1300.458102
7.647059,56,1301.739026
7.647059,63,1303.164867
9.607843,67,1304.687536
5.882353,55,1305.911039
7.450981,51,1307.122842
9.215687,69,1308.653863
7.843137,61,1310.069815
8.823529,67,1311.583605
7.843137,64,1312.981163
8.431373,59,1344.068633
9.411765,69,1345.250473
8.823529,57,1346.274638
8.431373,56,1347.485474
6.470589,57,1348.722103
8.235294,55,1349.91907
5.686275,54,1351.095021
7.647059,65,1352.5487
9.019608,70,1354.117684
7.450981,57,1355.464325
7.058824,62,1356.933779
9.803922,65,1358.389239
7.843137,51,1359.506277
9.019608,69,1361.097317
8.823529,61,1362.56982
7.450981,62,1363.959594
8.627451,64,1395.16081
9.803922,65,1396.315711
8.823529,56,1397.284424
6.470589,51,1398.262631
9.411765,61,1399.587459
7.843137,57,1400.80875
8.627451,68,1402.331681
5.294118,50,1403.435838
7.254902,58,1404.801876
4.509804,43,1405.788043
9.607843,70,1407.341185
5.686275,49,1408.419007
8.235294,56,1409.673397
9.019608,69,1411.279406
9.803922,65,1412.765707
7.058824,53,1414.018328
6.470589,58,1415.33569
8.823529,66,1416.794811
9.215687,58,1447.668704
8.627451,62,1448.748289
9.215687,60,1449.910587
9.411765,70,1451.467373
7.450981,56,1452.695931
6.862745,47,1453.717475
9.215687,61,1455.06651
9.215687,65,1456.536632
9.411765,69,1458.134409
8.039216,54,1459.31462
8.823529,60,1460.668207
8.039216,66,1462.191953
8.431373,57,1463.532691
8.823529,67,1465.02059
8.823529,67,1466.517667
8.235294,65,1467.997482
8.235294,64,1499.221641
9.803922,60,1500.2363
8.627451,55,1501.335502
8.235294,56,1502.541021
6.666667,61,1503.901831
7.450981,53,1505.08183
7.450981,53,1506.268836
9.411765,62,1507.668387
8.627451,58,1508.967722
8.235294,56,1510.278474
7.647059,54,1511.552748
5.09804,52,1512.702851
9.803922,62,1514.127856
7.450981,62,1515.505352
9.215687,60,1516.891469
9.019608,68,1518.372778
7.254902,59,1519.7044
9.411765,69,1550.901682
7.647059,52,1551.793771
9.019608,61,1552.871488
7.647059,55,1553.883136
8.823529,59,1555.015906
6.470589,51,1556.167572
7.450981,62,1557.564342
8.235294,57,1558.809247
6.666667,63,1560.224974
7.843137,64,1561.772947
9.411765,58,1563.231729
9.411765,60,1564.569451
7.843137,63,1565.980601
7.647059,54,1567.186321
7.843137,58,1568.498208
6.078432,45,1569.517213
5.294118,47,1570.626772
6.862745,60,1601.717031
9.215687,63,1602.816207
9.019608,63,1603.956564
5.882353,57,1604.959938
6.666667,57,1606.02456
8.039216,54,1607.041738
9.215687,58,1608.194084
6.470589,47,1609.23192
7.058824,50,1610.39844
7.450981,50,1611.592641
9.215687,59,1612.920891
8.823529,56,1614.212888
8.039216,60,1615.683828
7.647059,51,1616.905114
8.823529,58,1618.194623
7.647059,64,1619.599852
7.843137,56,1620.880705
7.058824,50,1622.054562
7.254902,62,1652.973269
6.666667,53,1653.888471
7.647059,50,1654.822104
8.823529,60,1655.968441
8.823529,56,1657.019354
7.450981,53,1658.054284
9.411765,59,1659.208486
6.078432,52,1660.394821
9.215687,58,1661.764687
8.235294,56,1663.08422
7.647059,56,1664.36522
9.607843,61,1665.812674
9.019608,63,1667.243477
9.803922,65,1668.761984
7.647059,63,1670.145839
9.019608,60,1671.48954
7.843137,57,1672.753963
9.411765,69,1703.928939
8.431373,58,1704.943728
7.254902,50,1705.814284
7.254902,58,1706.857969
9.607843,61,1708.094927
6.078432,55,1709.32975
6.862745,46,1710.381673
7.843137,58,1711.707656
9.803922,70,1713.268425
6.470589,52,1714.508868
8.235294,54,1715.76591
8.039216,58,1717.064473
8.823529,70,1718.710553
8.039216,58,1719.989271
7.450981,51,1721.207858
9.215687,70,1722.733852
8.431373,65,1724.213682
7.843137,53,1755.214265
6.27451,47,1756.021101
6.470589,51,1756.916046
9.803922,64,1758.153172
7.450981,54,1759.303142
9.607843,69,1760.832244
8.039216,60,1762.243276
9.019608,60,1763.561307
7.058824,62,1764.929236
8.235294,53,1766.200983
6.862745,52,1767.341101
5.294118,47,1768.355993
8.627451,69,1769.891239
7.254902,61,1771.266676
8.823529,58,1772.587387
8.039216,60,1773.951809
8.235294,59,1775.367407
9.019608,60,1776.712727
6.078432,58,1807.507839
8.823529,62,1808.540795
9.215687,69,1809.791548
9.215687,68,1811.048546
8.627451,59,1812.216869
8.431373,55,1813.343911
5.686275,54,1814.552846
8.039216,53,1815.76862
8.823529,60,1817.157248
8.039216,57,1818.491906
9.607843,61,1819.909586
9.803922,60,1821.30955
8.039216,60,1822.68472
7.450981,59,1824.025208
8.235294,60,1825.483956
9.019608,69,1827.195698
7.450981,52,1857.957897
8.235294,61,1859.016146
7.254902,54,1859.971382
8.823529,65,1861.159425
6.078432,54,1862.275021
7.647059,57,1863.555867
9.803922,65,1865.000695
8.039216,56,1866.251061
9.803922,61,1867.640973
7.647059,61,1869.04614
6.862745,59,1870.404004
8.431373,57,1871.709596
5.686275,47,1872.802864
7.058824,63,1874.252959
6.470589,59,1875.662815
5.294118,49,1876.758533
8.627451,57,1878.042664
9.803922,68,1909.246305
9.411765,68,1910.428189
6.666667,62,1911.479737
8.627451,67,1912.847702
9.803922,64,1914.234401
9.411765,68,1915.749269
8.823529,66,1917.209249
9.607843,69,1918.758307
8.039216,70,1920.359643
7.254902,59,1921.721493
6.078432,58,1923.026064
8.627451,58,1924.362697
6.862745,51,1925.535371
6.27451,51,1926.734799
7.647059,57,1928.006395
9.019608,61,1929.393474
8.627451,57,1930.6514
4.313725,42,1961.072473
8.235294,64,1962.266741
9.019608,60,1963.335172
9.019608,57,1964.385257
9.803922,69,1965.721319
7.058824,61,1967.009289
8.039216,62,1968.403919
6.862745,50,1969.529534
8.039216,60,1970.919181
8.235294,61,1972.311823
8.627451,56,1973.613208
8.431373,61,1975.150682
8.431373,57,1976.4217
8.039216,58,1977.754726
6.27451,56,1979.027124
8.235294,57,1980.35952
9.803922,65,1981.792879
7.843137,62,2012.575436
4.509804,49,2013.42923
7.254902,60,2014.561485
7.647059,54,2015.592172
8.235294,60,2016.761497
8.431373,66,2018.065621
7.058824,48,2019.0915
8.431373,59,2020.446816
7.647059,58,2021.798367
7.450981,59,2023.159528
6.862745,58,2024.502792
5.09804,51,2025.734819
6.666667,60,2027.080646
5.686275,46,2028.118958
6.27451,47,2029.185091
8.823529,58,2030.515183
9.803922,65,2031.969453
9.215687,69,2063.474297
7.647059,55,2064.43368
8.039216,55,2065.396835
8.627451,63,2066.565193
6.27451,51,2067.551355
9.411765,61,2068.740885
5.490196,48,2069.692822
7.647059,64,2071.088573
9.803922,65,2072.608222
8.039216,58,2073.967921
8.627451,59,2075.40185
8.823529,68,2077.047542
8.431373,58,2078.344492
8.039216,66,2079.858894
6.470589,54,2081.06932
9.019608,58,2082.368725
8.431373,65,2083.826068
7.450981,54,2114.622987
7.843137,54,2115.565566
7.254902,53,2116.487741
7.843137,56,2117.58569
8.235294,55,2118.795292
8.823529,57,2120.031608
9.215687,63,2121.431051
9.019608,59,2122.733136
9.019608,58,2124.059357
9.215687,61,2125.428403
6.862745,54,2126.636383
7.450981,52,2127.785877
8.431373,58,2129.093165
6.862745,50,2130.231727
6.470589,54,2131.565134
9.215687,64,2132.996057
6.470589,58,2134.26764
8.823529,68,2135.8311
8.039216,57,2166.591225
9.411765,67,2167.730038
5.882353,56,2168.743467
7.843137,60,2169.845535
8.235294,56,2170.924233
8.627451,59,2172.115736
6.666667,55,2173.364153
6.470589,58,2174.669422
7.254902,60,2176.064563
9.019608,60,2177.423745
8.235294,62,2178.901124
7.843137,55,2180.137321
7.058824,56,2181.375928
8.823529,57,2182.637949
8.431373,58,2183.922953
9.019608,60,2185.253244
8.823529,56,2186.559447
9.019608,57,2217.47384
9.411765,59,2218.450877
8.235294,59,2219.485633
9.803922,70,2220.772541
9.803922,68,2222.064079
9.607843,59,2223.233495
8.235294,62,2224.631284
9.019608,60,2225.987638
9.215687,68,2227.578073
6.078432,56,2228.844983
9.607843,62,2230.368159
8.235294,67,2231.88601
8.235294,56,2233.117314
5.490196,57,2234.377726
7.254902,49,2235.538481
5.686275,45,2236.545261
8.235294,55,2237.766263
7.254902,56,2268.520805
8.431373,53,2269.455483
9.803922,60,2270.542718
6.27451,46,2271.371153
7.647059,65,2272.60391
8.235294,67,2273.909475
5.294118,41,2274.814858
9.215687,70,2276.425266
8.823529,58,2277.788028
8.235294,54,2279.067387
9.019608,58,2280.412968
9.411765,61,2281.827904
6.666667,58,2283.198418
9.019608,68,2284.792262
8.235294,65,2286.244661
9.803922,65,2287.664096
9.803922,61,2289.009566
6.470589,51,2319.495401
8.823529,59,2320.5211
7.843137,56,2321.558854
6.862745,52,2322.518497
8.823529,63,2323.692233
9.607843,65,2325.013051
7.843137,56,2326.301302
6.862745,53,2327.509398
8.627451,62,2328.93611
7.254902,53,2330.181757
8.627451,69,2331.778631
9.803922,61,2333.265385
8.039216,54,2334.451223
9.411765,64,2335.896556
7.843137,56,2337.197732
8.823529,57,2338.439652
8.431373,66,2339.871927
9.019608,64,2370.66943
7.450981,60,2371.71661
6.666667,59,2372.776983
5.686275,49,2373.703631
8.627451,66,2374.992245
7.843137,60,2376.221218
7.058824,63,2377.645518
4.313725,40,2378.585414
9.019608,69,2380.177446
8.431373,54,2381.611666
9.803922,61,2383.286462
7.647059,66,2384.795408
9.215687,60,2386.20842
9.607843,61,2387.615157
7.254902,66,2389.062958
9.019608,58,2390.37839
5.882353,53,2421.673671
9.215687,65,2422.839506
9.803922,65,2423.955154
5.686275,57,2425.135851
8.823529,59,2426.495733
9.607843,68,2428.089603
8.235294,60,2429.495495
8.627451,65,2430.969922
9.607843,61,2432.441843
8.627451,58,2433.741217
8.235294,58,2435.091054
8.235294,63,2436.576684
7.058824,54,2437.764911
9.215687,59,2439.149832
5.882353,56,2440.40421
8.039216,64,2441.890179
9.411765,62,2443.244058
7.058824,55,2474.028345
8.039216,51,2474.913398
7.450981,54,2475.859407
8.039216,59,2476.916963
8.235294,66,2478.143739
7.843137,64,2479.421325
6.470589,56,2480.598341
4.117647,39,2481.514841
7.843137,70,2483.133902
6.666667,53,2484.371217
9.215687,69,2485.975519
8.431373,57,2487.309623
8.627451,66,2488.891112
6.078432,53,2490.103968
9.215687,60,2491.568917
6.27451,56,2492.814833
8.823529,59,2494.096885
8.627451,60,2525.044329
8.431373,56,2525.993578
8.627451,57,2527.036825
8.039216,62,2528.149559
7.647059,55,2529.177937
7.450981,62,2530.377649
7.647059,64,2531.678414
8.235294,66,2533.215997
6.470589,57,2534.526674
5.882353,50,2535.67496
6.862745,54,2536.886009
6.666667,56,2538.190931
6.666667,55,2539.442853
8.627451,58,2540.776071
6.27451,49,2541.851569
7.450981,65,2543.298654
7.647059,58,2544.583924
7.647059,62,2575.596759
9.803922,65,2576.703226
9.411765,65,2577.864883
8.235294,55,2578.864782
9.019608,62,2580.028124
9.803922,66,2581.302853
8.039216,57,2582.577073
8.431373,67,2584.10321
6.470589,52,2585.297893
8.235294,54,2586.513149
9.803922,65,2587.999777
9.019608,68,2589.578485
7.647059,58,2590.897705
8.627451,60,2592.361453
9.019608,64,2593.76164
9.019608,67,2595.279544
6.862745,59,2596.607812
8.823529,67,2627.469118
7.647059,60,2628.525704
9.607843,61,2629.618594
8.823529,60,2630.753366
7.450981,51,2631.720942
9.411765,61,2632.912611
8.823529,68,2634.421434
8.627451,67,2635.921294
7.843137,52,2637.121128
7.647059,66,2638.629439
7.647059,54,2639.881459
7.843137,53,2641.174591
8.823529,60,2642.488908
7.843137,54,2643.727802
9.215687,60,2645.123322
7.647059,66,2646.653916
8.627451,58,2677.613623
9.019608,62,2678.672676
7.843137,53,2679.597579
9.803922,67,2680.79656
9.607843,70,2682.128134
9.215687,62,2683.30594
8.235294,59,2684.630884
9.019608,69,2686.182506
9.607843,66,2687.687071
7.254902,55,2688.938006
8.235294,57,2690.321618
7.843137,57,2691.603121
5.490196,46,2692.631215
7.058824,53,2693.823801
7.843137,57,2695.147759
5.294118,44,2696.087592
7.058824,63,2697.512241
5.294118,53,2728.428823
8.235294,65,2729.55997
8.431373,55,2730.49501
9.215687,62,2731.61637
7.058824,59,2732.707726
9.215687,69,2734.075472
5.09804,45,2735.069497
9.803922,66,2736.574223
9.607843,66,2738.085513
9.803922,65,2739.56347
9.019608,67,2741.132846
9.215687,64,2742.547884
7.647059,67,2744.028499
9.411765,70,2745.641738
9.411765,70,2747.207322
8.431373,70,2748.812905
8.823529,71,2780.129401
8.431373,59,2781.129517
8.627451,67,2782.295564
9.411765,63,2783.432192
7.843137,56,2784.525565
8.823529,57,2785.641009
6.666667,51,2786.723693
9.803922,65,2788.209463
7.647059,62,2789.625298
9.803922,69,2791.209561
9.411765,69,2792.845161
8.431373,68,2794.37338
9.019608,60,2795.769259
7.843137,64,2797.190144
6.666667,60,2798.52642
7.843137,64,2800.019886
7.843137,52,2830.686179
7.843137,55,2831.641318
8.235294,66,2832.781942
8.039216,64,2833.941024
6.862745,63,2835.152304
7.843137,51,2836.141033
8.039216,57,2837.400297
7.450981,56,2838.688571
7.254902,62,2840.107695
9.411765,69,2841.698755
6.470589,53,2842.914463
9.411765,61,2844.357846
9.803922,66,2845.846069
8.431373,64,2847.252751
9.019608,67,2848.803574
9.215687,61,2850.143559
7.647059,62,2851.514889
9.019608,64,2882.378393
8.627451,67,2883.546137
8.039216,64,2884.690127
8.039216,67,2885.930197
9.411765,69,2887.32104
8.627451,65,2888.766826
7.058824,54,2890.010928
7.450981,55,2891.274948
9.803922,65,2892.80104
8.823529,56,2894.048908
7.450981,56,2895.328588
7.254902,61,2896.696938
7.843137,54,2897.945138
8.627451,58,2899.272634
8.823529,65,2900.747364
6.078432,51,2901.886788
8.235294,58,2932.717653
8.235294,63,2933.822249
8.823529,57,2934.813559
8.823529,67,2936.015955
4.705883,41,2936.803697
8.627451,67,2938.106045
5.294118,53,2939.307801
9.803922,66,2940.831126
9.215687,69,2942.401646
8.627451,56,2943.683727
8.235294,60,2945.022443
9.215687,64,2946.488427
9.019608,63,2947.936139
7.647059,54,2949.147002
9.411765,70,2950.771063
9.019608,68,2952.369611
8.823529,60,2983.355207
6.470589,53,2984.263101
9.803922,62,2985.334395
9.019608,59,2986.389446
6.666667,50,2987.330073
8.823529,61,2988.500136
5.686275,49,2989.455688
9.019608,67,2990.948551
9.607843,62,2992.3847
3.137255,40,2993.303433
7.450981,63,2994.794827
7.058824,57,2996.174533
9.411765,60,2997.521335
7.254902,63,2998.928779
9.411765,58,3000.288898
8.823529,66,3001.742536
7.647059,56,3002.943139
7.647059,59,3004.243443
9.215687,63,3035.138511
8.627451,66,3036.303355
7.254902,66,3037.47883
8.431373,70,3038.788106
7.843137,60,3039.95319
7.254902,63,3041.341228
9.019608,69,3042.927961
8.039216,58,3044.245857
7.254902,63,3045.645403
7.647059,57,3046.933128
9.803922,60,3048.291838
8.431373,67,3049.841383
8.431373,69,3051.385531
9.019608,58,3052.675349
7.450981,55,3053.911055
9.803922,61,3055.307423
9.411765,62,3086.16135
8.823529,58,3087.147974
9.803922,67,3088.343386
9.215687,62,3089.499089
8.823529,61,3090.654829
9.019608,56,3091.832119
9.019608,63,3093.240342
7.843137,56,3094.503309
7.254902,62,3095.960358
8.431373,58,3097.272373
8.627451,56,3098.544921
6.27451,54,3099.861445
9.607843,62,3101.275018
9.411765,67,3102.749969
8.431373,56,3103.978728
8.235294,64,3105.429855
8.039216,67,3136.498206
8.823529,58,3137.490419
9.215687,68,3138.682191
9.803922,65,3139.866295
6.27451,55,3140.90379
6.078432,47,3141.877708
8.823529,57,3143.1703
9.019608,68,3144.709894
8.627451,67,3146.206701
9.607843,71,3147.818973
7.450981,58,3149.165487
8.823529,58,3150.47844
9.215687,60,3151.819754
9.607843,69,3153.313153
8.235294,54,3154.563323
5.686275,53,3155.753562
8.823529,68,3186.946494
9.803922,61,3187.991337
9.411765,59,3189.016613
5.882353,53,3189.938854
9.803922,70,3191.473614
8.039216,65,3192.896943
6.666667,59,3194.178185
9.803922,63,3195.585406
6.666667,65,3197.101309
7.843137,60,3198.439485
9.411765,62,3199.793379
9.019608,66,3201.292364
7.843137,63,3202.753122
7.647059,57,3203.988597
6.862745,50,3205.115363
7.450981,62,3206.513649
8.823529,67,3207.996211
8.039216,59,3238.853099
9.803922,67,3240.003249
7.843137,51,3240.895812
8.039216,57,3241.937322
8.627451,58,3243.071185
5.882353,51,3244.059266
4.705883,44,3245.043546
9.411765,70,3246.644213
9.803922,68,3248.171879
7.450981,65,3249.647089
8.431373,68,3251.187964
9.215687,61,3252.63225
7.254902,55,3253.848432
9.411765,70,3255.425218
8.823529,62,3256.885293
7.058824,63,3258.294711
9.803922,65,3289.352395
8.823529,66,3290.498165
9.607843,69,3291.71116
9.019608,63,3292.883896
7.254902,55,3293.935865
8.431373,63,3295.203444
9.411765,68,3296.744343
9.019608,64,3298.229667
7.450981,59,3299.578291
9.803922,71,3301.227857
6.078432,44,3302.208725
6.862745,53,3303.506984
9.607843,64,3304.951108
9.803922,70,3306.506744
9.607843,62,3307.882739
6.666667,57,3309.167406
7.450981,66,3340.238928
8.431373,63,3341.329304
8.235294,65,3342.478941
7.450981,66,3343.726851
7.450981,52,3344.711852
5.882353,56,3345.783676
9.215687,59,3347.067937
8.823529,66,3348.550458
9.803922,68,3350.096603
7.058824,61,3351.456521
9.607843,65,3352.910308
